pathway,status,n_genes,excluded_genes,description,SS,percent_SS,n_valid_snps,mean_percent_SS,null_mean,null_sd,fold_enrichment,p_value,n_samples,n_unique_null_sets,additive_sum,additive_sum_null_mean,additive_sum_null_sd,additive_sum_p_value,additive_mean,additive_mean_null_mean,additive_mean_null_sd,additive_mean_p_value,q_value_bh,additive_sum_q_value_bh,additive_mean_q_value_bh
PWY-6125,tested,8,[],superpathway of guanosine nucleotides de novo biosynthesis II,3.3569647882065057e-15,0.0001075941893745557,62,2.799016372907276e-08,6.946074625717577e-15,6.148243704786911e-16,0.4832894791797185,1.0,2,2,0.0008351223520755117,0.0008325868687399259,0.00011529246540516034,0.6666666666666666,1.346971535605664e-05,1.3428820463547192e-05,1.859555893631618e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-4031,tested,6,[],glycogen biosynthesis,7.609219684738284e-15,0.00024388335160039953,95,2.7023086049905766e-08,1.0349048549553042e-14,1.3157386286174674e-15,0.7352578981830087,1.0,2,2,0.0005432139727813186,0.0008879263023933142,0.00019424687155863356,1.0,5.718041818750722e-06,9.346592656771728e-06,2.044703911143511e-06,1.0,1.0,1.0,1.0
PWY3O-697,tested,12,[],folate interconversions,9.660752117713039e-15,0.0003096370854128586,111,2.5130840468538155e-08,2.2200565835011656e-14,5.777255979383736e-16,0.4351579229785864,1.0,2,2,0.0013837341169856002,0.0016214521103230584,0.0002600656438776542,0.6666666666666666,1.2466073125996399e-05,1.4607676669577104e-05,2.3429337286275155e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY-6482-1,tested,4,[],diphthamide biosynthesis,9.062485970803748e-16,2.9046203736556166e-05,34,2.5126473820550318e-08,1.516187016821507e-15,2.0841536834767679e-16,0.5977155766576933,1.0,2,2,0.00046226024226679287,0.00029396266763603195,0.00010642253601293977,0.3333333333333333,1.3595889478435084e-05,8.64596081282447e-06,3.1300745886158756e-06,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY0-662,tested,4,[],PRPP biosynthesis,2.9688764205103324e-16,9.515555627519784e-06,21,2.1577223645169577e-08,4.103215399586105e-16,5.112813954102105e-17,0.7235487614931952,1.0,2,2,0.0005335172117370914,0.0003296541559829149,8.51496762709105e-05,0.3333333333333333,2.5405581511290064e-05,1.5697816951567378e-05,4.054746489090976e-06,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY3O-4115,tested,13,[],phenylalanine degradation,2.6997089798614683e-14,0.0008652846173897216,205,2.058975889089165e-08,4.0008173166007806e-14,1.1636699565639556e-14,0.6747893658276868,1.0,2,2,0.0027829896329461877,0.002795841653194097,7.563835545416485e-05,0.6666666666666666,1.3575559185103354e-05,1.3909659966139787e-05,3.763102261401244e-07,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-214,tested,12,[],tryptophan degradation,2.5682215143603415e-14,0.0008231415263653235,202,2.0173059659967736e-08,5.0805424117402777e-14,7.502887403704715e-15,0.5055014418196007,1.0,2,2,0.0027317640447261527,0.00290816581596365,0.0003265296104147991,0.6666666666666666,1.3523584379832438e-05,1.4687706141230555e-05,1.64913944653939e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-20,tested,7,[],folate polyglutamylation,2.0413610495858886e-15,6.542773046729815e-05,59,1.87956709184999e-08,4.662585502389902e-15,1.9302412324553203e-15,0.4378173973516513,1.0,2,2,0.0005951874037472896,0.0006513764585872298,0.00026268380620870314,0.6666666666666666,1.0087922097411688e-05,1.1040278959105589e-05,4.452267901842426e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-981,tested,5,[],superpathway of acetoin and butanediol biosynthesis,9.198896391794317e-16,2.9483413227709733e-05,42,1.6713953076932953e-08,3.6588437307179126e-15,1.3151713283010439e-15,0.251415394283302,1.0,2,2,0.0019087374320424205,0.0027663339598880754,0.002635826471575658,0.6666666666666666,4.544612933434334e-05,6.586509428304942e-05,6.275777313275375e-05,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY-7176,tested,3,[],UTP and CTP de novo biosynthesis,3.3139306440465406e-16,1.0621490059780539e-05,28,1.3547818953801708e-08,1.2539229582202366e-15,5.602030802980831e-16,0.2642850282245561,1.0,2,2,0.00022845387283628116,0.0004155886583503154,0.00021109482622363519,0.6666666666666666,8.159066887010041e-06,1.4842452083939836e-05,7.5391009365584e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-50,tested,4,[],tetrapyrrole biosynthesis,1.0094673967580734e-16,3.235447289640934e-06,16,1.2638465975159899e-08,3.5036950748146167e-16,2.311900792135401e-16,0.2881150828490648,1.0,2,2,0.00017658209387925463,0.00011115554615554779,5.814222147097939e-05,0.3333333333333333,1.1036380867453414e-05,6.947221634721737e-06,3.6338888419362117e-06,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY-5041,tested,4,[],S-adenosyl-L-methionine cycle II,5.4578316493424626e-17,1.7492914257451328e-06,15,7.774628558867257e-09,3.13971065752401e-16,2.3698596171213175e-16,0.17383231274077127,1.0,2,2,0.0006667296107598457,0.0001694396982953109,1.003227393660627e-05,0.3333333333333333,4.444864071732305e-05,1.129597988635406e-05,6.68818262440418e-07,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY3O-4300,tested,4,[],ethanol degradation,3.053790679379188e-16,9.787714599262137e-06,38,6.778195705860206e-09,1.6141598767590638e-15,1.1850925844703194e-15,0.18918762158248154,1.0,2,2,0.00040473965359819086,0.0005598552242259724,0.00028959269598278706,0.6666666666666666,1.0651043515741864e-05,1.4733032216472955e-05,7.620860420599658e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-440,tested,3,[],pyruvate fermentation to acetoin III,4.0772387519783876e-17,1.3067971399247624e-06,14,6.6673323465549105e-09,2.516891037177067e-16,1.6893980812247394e-16,0.1619950443524722,1.0,2,2,0.0017491701184523772,0.0005044439295104725,1.0871545834710357e-05,0.3333333333333333,0.00012494072274659836,3.603170925074804e-05,7.765389881935992e-07,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY-5084,tested,3,[],2-oxoglutarate decarboxylation to succinyl-CoA,2.5718853130220426e-16,8.243158116852714e-06,36,6.3604615099172175e-09,6.585161033733012e-16,1.4917803977210849e-16,0.3905576947697035,1.0,2,2,0.0004472486918763974,0.0003668225276043686,0.0001620990848148212,0.6666666666666666,1.2423574774344372e-05,1.0189514655676906e-05,4.502752355967256e-06,0.6666666666666666,1.0,0.9285714285714286,0.9285714285714286
PWY3O-4120,tested,3,[],tyrosine biosynthesis,2.1144516549533601e-16,6.7770359875576855e-06,33,6.223173542293559e-09,3.072491578667787e-16,1.4487095664465917e-17,0.6881879415500866,1.0,2,2,0.00017822772782174183,0.0002535404787464073,7.124926702097049e-05,1.0,5.40084023702248e-06,7.68304481049719e-06,2.159068697605166e-06,1.0,1.0,1.0,1.0
PWY3O-259,tested,3,[],phospholipid biosynthesis II (Kennedy pathway),1.4210441799875107e-17,4.5545933978316414e-07,14,2.3237721417508375e-09,1.2500474019834664e-16,8.107493479727641e-17,0.1136792235024625,1.0,2,2,2.1404256058540738e-05,0.00022139342715778764,0.00014049653336493882,1.0,1.52887543275291e-06,1.581381622555626e-05,1.0035466668924202e-05,1.0,1.0,1.0,1.0
PWY3O-15,tested,3,[],chitin biosynthesis,5.294229717122132e-18,1.6968553163787255e-07,9,2.094883106640402e-09,1.4926749439227242e-16,1.0646207559784551e-16,0.035468068507996706,1.0,2,2,0.00047361295242381656,0.00011108803195861709,1.3983284589806316e-06,0.3333333333333333,5.262366138042406e-05,1.2343114662068567e-05,1.55369828775626e-07,0.3333333333333333,1.0,0.7647058823529411,0.7878787878787878
PWY-5760-1,tested,3,[],beta-alanine biosynthesis IV,2.210181598116367e-17,7.083860344777081e-07,19,1.9622881841487757e-09,5.656590081085277e-17,2.109775602950598e-17,0.39072684540229585,1.0,2,2,4.2709001863870224e-05,0.0003855776907774178,0.00016682999946186728,1.0,2.247842203361591e-06,2.0293562672495674e-05,8.780526287466698e-06,1.0,1.0,1.0,1.0
PWY3O-1565,tested,3,[],dolichyl glucosyl phosphate biosynthesis,1.0828105238229452e-16,3.4705195885957267e-06,45,1.713836833874433e-09,8.933814122228634e-16,5.861398247130508e-16,0.12120361012758868,1.0,2,2,0.00018021565162580595,0.0004022605860873055,0.00011146611282959244,1.0,4.004792258351243e-06,8.939124135273455e-06,2.4770247295464984e-06,1.0,1.0,1.0,1.0
