pathway,status,n_genes,excluded_genes,description,SS,percent_SS,n_valid_snps,mean_percent_SS,null_mean,null_sd,fold_enrichment,p_value,n_samples,n_unique_null_sets,additive_sum,additive_sum_null_mean,additive_sum_null_sd,additive_sum_p_value,additive_mean,additive_mean_null_mean,additive_mean_null_sd,additive_mean_p_value,q_value_bh,additive_sum_q_value_bh,additive_mean_q_value_bh
PWY3O-188,tested,20,[],"aerobic respiration, electron transport chain",2.597576457586976e-14,0.0008325500889207063,115,6.295274774447685e-08,2.1735253972416715e-14,8.921817435896217e-15,1.1950982771507752,0.18363273453093812,500,500,0.0019724877928176438,0.002662271253640256,0.004273101967175852,0.3852295409181637,1.7152067763631686e-05,2.3150359705154216e-05,3.702887535801208e-05,0.38922155688622756,0.8682634730538921,0.7024091352179362,0.7060298008633895
PWY3O-351,tested,8,[],superpathway of methionine salvage pathway,6.710662570335452e-15,0.0002150836678293449,59,6.178789653241739e-08,6.170415822067476e-15,8.162462112781752e-15,1.0875543502815275,0.1936127744510978,500,500,0.0019429193671775542,0.0014949890942087842,0.005271789832840824,0.0658682634730539,3.293083673182295e-05,2.5338798206928546e-05,8.935237004814957e-05,0.0658682634730539,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY-5651,tested,6,[],L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,2.973847974515123e-15,9.531489971691534e-05,42,5.40333898621969e-08,2.149978310520772e-15,1.7457400883291814e-15,1.3831990583173799,0.1936127744510978,500,500,0.0008940486138623281,0.0007519867150090821,0.0007595304603365008,0.2215568862275449,2.128687175862686e-05,1.7904445595454337e-05,1.8084058579440494e-05,0.2215568862275449,0.8682634730538921,0.5091438744133354,0.5091438744133354
PWY3O-1743,tested,4,[],mannose degradation,6.53109095024283e-16,2.093282118989109e-05,17,7.243190723145706e-08,4.973028029260273e-16,5.878197307623056e-16,1.3133026622442574,0.2055888223552894,500,500,0.0003279556624581326,0.000848380012992022,0.004845750141325838,0.42714570858283435,1.929150955636074e-05,4.990470664658953e-05,0.00028504412596034337,0.42714570858283435,0.8682634730538921,0.7307833312965903,0.7307833312965903
PWY-5686-1,tested,6,[],UMP biosynthesis I,4.657273441140315e-15,0.00014927042498496252,56,4.7598987558980396e-08,3.4068919434485375e-15,2.274143931246253e-15,1.3670153085119898,0.2055888223552894,500,500,0.00030433974747625986,0.0007676544899243328,0.0006604413550082058,0.9041916167664671,5.4346383477903545e-06,1.370811589150594e-05,1.179359562514653e-05,0.9041916167664671,0.8682634730538921,0.9635863408318497,0.9614824405243567
PWY3O-261,tested,7,[],superpathway of serine and glycine biosynthesis,2.8123439907039088e-15,9.013853019407243e-05,38,6.242280484354046e-08,2.9489062833254916e-15,1.3894911540983775e-14,0.953690528114179,0.22554890219560877,500,500,0.0007274102075834297,0.0013485929406782,0.004811450368880557,0.3333333333333333,1.9142373883774466e-05,3.5489287912584214e-05,0.00012661711497054094,0.3333333333333333,0.8682634730538921,0.6706586826347305,0.6666666666666666
PWY3O-4,tested,3,[],carnitine shuttle,2.3056520580299385e-15,7.389853031376117e-05,48,3.207401489312551e-08,1.7749114550998663e-15,1.5249606473593815e-15,1.2990237070165338,0.2375249500998004,500,376,0.0014688480942333902,0.0004883847264789535,0.00023291562197842424,0.001996007984031936,3.060100196319563e-05,1.0174681801644867e-05,4.852408791217171e-06,0.001996007984031936,0.8682634730538921,0.155688622754491,0.155688622754491
PWY3O-355,tested,5,[],stearate biosynthesis III (fungi),3.2020943429217135e-15,0.00010263043161426172,58,3.050845172837744e-08,3.1105677780219155e-15,4.328062043715222e-15,1.0294243917610444,0.25149700598802394,500,500,0.001303435333016845,0.000728068416410201,0.0007084848530724465,0.14770459081836326,2.247302298304905e-05,1.2552903731210361e-05,1.2215256087455975e-05,0.14770459081836326,0.8682634730538921,0.49197604790419164,0.4930139720558883
PWY3O-3827,tested,3,[],glucose-6-phosphate biosynthesis,3.4516219376720355e-16,1.1062804880049595e-05,15,4.916802168910931e-08,3.3883178050459365e-16,6.043801500862041e-16,1.0186830563921205,0.2634730538922156,500,477,0.00018979006817261204,0.000990754933998256,0.00599242965425639,0.5728542914171657,1.265267121150747e-05,6.605032893321708e-05,0.0003994953102837593,0.5728542914171657,0.8682634730538921,0.7979041916167665,0.803464499572284
PWY3O-5962,tested,9,[],"superpathway of fatty acid biosynthesis, saturated and unsaturated",1.4695445652457978e-14,0.0004710042142916841,100,4.710042142916841e-08,1.3763636574962146e-14,1.2523486848518251e-14,1.067700790588362,0.27345309381237526,500,500,0.002891552472018379,0.0012864748141664265,0.0012305827549268017,0.05389221556886228,2.891552472018379e-05,1.2864748141664265e-05,1.2305827549268019e-05,0.05389221556886228,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY3O-4158,tested,14,[],superpathway of NAD biosynthesis,9.72388825953548e-15,0.00031166066398106035,72,6.011972684819837e-08,9.25382726023517e-15,5.450429400623401e-15,1.050796387924834,0.2774451097804391,500,500,0.0018040982795172844,0.0019794507952499473,0.005230536731909833,0.23552894211576847,2.5056920548851172e-05,2.7492372156249265e-05,7.264634349874768e-05,0.23552894211576847,0.8682634730538921,0.5091438744133354,0.5091438744133354
PWY-5971-1,tested,4,[],myristate biosynthesis,2.36635255661255e-15,7.584404399998505e-05,56,2.4184963010199315e-08,2.601778219076047e-15,6.2087845207321985e-15,0.9095135547152431,0.29141716566866266,500,496,0.0012772525448278217,0.0006744885678701061,0.0007003129587349869,0.12574850299401197,2.2808081157639673e-05,1.2044438711966178e-05,1.2505588548839052e-05,0.12574850299401197,0.8682634730538921,0.46706586826347296,0.46706586826347296
PWY3O-4107,tested,5,[],NAD salvage pathway V (PNC V cycle),5.311519677896287e-16,1.7023969274207852e-05,17,5.890646807684378e-08,4.977145012187801e-16,5.310734588877154e-16,1.0671820220005013,0.2934131736526946,500,500,0.0007070031026718427,0.000624875501267127,0.0013554595935122234,0.19760479041916168,4.158841780422604e-05,3.675738242747806e-05,7.97329172654249e-05,0.19760479041916168,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY3O-450,tested,3,[],,1.1383942816596505e-16,3.6486712745425742e-06,8,5.701048866472772e-08,1.318031099187236e-16,2.548434667618284e-16,0.8637082101944645,0.3313373253493014,500,492,0.001428024698347962,0.0004102855973154195,0.002069829253509204,0.031936127744510975,0.00017850308729349526,5.1285699664427436e-05,0.0002587286566886505,0.031936127744510975,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY3O-2,tested,12,[],superpathway of phospholipid biosynthesis,8.175254533938654e-15,0.0002620253532595829,73,4.9169704120769926e-08,1.1017890790293464e-14,3.502216927479919e-14,0.7419981455199107,0.34331337325349304,500,500,0.0019139619165542306,0.002126008399866345,0.005578617670080554,0.15169660678642716,2.6218656391153845e-05,2.9340034888470456e-05,7.72417442524563e-05,0.15169660678642716,0.8682634730538921,0.49197604790419164,0.4930139720558883
PWY3O-8514,tested,3,[],palmitate biosynthesis,1.3905333319259167e-15,4.456802977871016e-05,54,1.5283960829461646e-08,2.235462902123707e-15,6.708376719555497e-15,0.6220337320762063,0.35728542914171657,500,398,0.0011825090081689683,0.0004935758166734045,0.0005383374177608519,0.08183632734530938,2.1898314966092005e-05,9.140292901359343e-06,9.969211440015775e-06,0.08183632734530938,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY3O-6336,tested,8,[],"superpathway of fatty acid biosynthesis, saturated",9.986852179109419e-15,0.00032008892925828713,92,3.7817690129759825e-08,1.0768305755274373e-14,9.568798623487253e-15,0.9274302203220601,0.36926147704590817,500,500,0.0026608889540894977,0.0010940014675724697,0.000876223889917035,0.059880239520958084,2.892270602271193e-05,1.1891320299700759e-05,9.52417271648951e-06,0.059880239520958084,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY3O-123,tested,3,[],dolichyl phosphate D-mannose biosynthesis,8.574445703628318e-17,2.7481984263258195e-06,7,5.6085682169914685e-08,9.00287317609731e-17,1.2472322564042227e-16,0.9524121395371347,0.3812375249500998,500,492,0.00017901754869084334,0.00034226755806687135,0.0015014655545849505,0.4590818363273453,2.5573935527263334e-05,4.889536543812449e-05,0.00021449507922642147,0.4590818363273453,0.8682634730538921,0.7307833312965903,0.7307833312965903
PWY-5694,tested,3,[],allantoin degradation to glyoxylate I,2.429188319376071e-16,7.78579951090418e-06,29,9.257787765641117e-09,2.810517336756933e-16,2.661276363969519e-16,0.8643207026714594,0.4151696606786427,500,403,0.0005871768048603372,0.000302857728677372,0.0002624006772205004,0.1157684630738523,2.02474760296668e-05,1.0478379171750366e-05,9.069912426996335e-06,0.12375249500998003,0.8682634730538921,0.46706586826347296,0.46706586826347296
PWY-6074-1,tested,5,[],zymosterol biosynthesis,2.3643262420444807e-16,7.5779098524794135e-06,11,6.262735415272243e-08,3.288006329906248e-16,7.112253571337278e-16,0.7190759398908747,0.4171656686626746,500,500,0.00020453370392160814,0.0007930252805295555,0.004759400302692031,0.6487025948103793,1.8593973083782558e-05,7.209320732086866e-05,0.00043267275479018467,0.6487025948103793,0.8682634730538921,0.8161097160517674,0.8294885638558948
PWY3O-13,tested,5,[],superpathway of glutamate biosynthesis,1.1314820269419344e-14,0.00036265167841018076,136,1.960703278601756e-08,1.1557006156547913e-14,8.285707227466007e-15,0.9790442365567702,0.41916167664670656,500,499,0.0009164821217411428,0.0008100077885882992,0.00034044652504809067,0.33532934131736525,6.73883913044958e-06,5.932891840530269e-06,2.4976006931419956e-06,0.3313373253493014,0.8682634730538921,0.6706586826347305,0.6666666666666666
PWY3O-4112,tested,10,[],leucine degradation,3.757995162886191e-14,0.0012044762716747566,194,3.2003301936304514e-08,4.4020870489000195e-14,3.10149466578394e-14,0.8536848819982393,0.4431137724550898,500,500,0.0020643720561681718,0.003620385907059932,0.004831548744887504,0.9740518962075848,1.0641093073031814e-05,1.9228751284481962e-05,2.550737435621272e-05,0.9780439121756487,0.8682634730538921,0.998003992015968,0.998003992015968
PWY-6123-1,tested,5,[],inosine-5'-phosphate biosynthesis I,2.0012711919505793e-15,6.414280911525831e-05,39,4.2171472133634653e-08,2.3854408362022404e-15,2.1913189987039694e-15,0.8389523485884138,0.44510978043912175,500,500,0.0008490749812828346,0.0015944194895030049,0.00822823343899912,0.23552894211576847,2.177115336622653e-05,4.088255101289756e-05,0.00021098034458972103,0.23552894211576847,0.8682634730538921,0.5091438744133354,0.5091438744133354
PWY3O-4109,tested,13,[],isoleucine degradation,4.858452575255863e-14,0.0015571842406147407,208,3.599260911184219e-08,5.687958601230284e-14,3.626401342665441e-14,0.8541645458187754,0.4471057884231537,500,500,0.0038135421746205485,0.004016747376889492,0.005335624501314688,0.18163672654690619,1.8334337377983407e-05,1.9931614731493373e-05,2.6951870044834728e-05,0.19161676646706588,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY-6126-1,tested,8,[],superpathway of adenosine nucleotides de novo biosynthesis II,4.2025251686820045e-15,0.0001346952730749623,52,4.9813340634231616e-08,4.815496246953971e-15,3.68191900472767e-15,0.8727086375241805,0.4590818363273453,500,500,0.003554176171933728,0.0025872940599926367,0.009088685645576812,0.08982035928143713,6.834954176795631e-05,4.9755654999858395e-05,0.0001747824162610925,0.08982035928143713,0.8682634730538921,0.40652029274783763,0.40652029274783763
PWY3O-10,tested,7,[],"fatty acid biosynthesis, initial steps",8.380464359037006e-15,0.00026860254014599873,90,3.316080742543194e-08,9.94666852612773e-15,8.901380275366458e-15,0.8425398249698733,0.4590818363273453,500,500,0.0025661454174306444,0.0010798327678534273,0.0010638104425912632,0.06187624750499002,2.8512726860340492e-05,1.199814186503808e-05,1.1820116028791813e-05,0.06187624750499002,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY0-162,tested,9,[],superpathway of pyrimidine ribonucleotides de novo biosynthesis,9.20012628363373e-15,0.0002948735515810903,84,4.179046932838581e-08,1.0568738202561413e-14,7.162408893483464e-15,0.8705037543085333,0.46107784431137727,500,500,0.0005327936203125411,0.0017913533178001697,0.002639122987124459,0.9441117764471058,6.342781194196917e-06,2.1325634735716302e-05,3.14181307991007e-05,0.9441117764471058,0.8682634730538921,0.98187624750499,0.98187624750499
PWY3O-4153,tested,3,[],phenylalanine biosynthesis,7.254254328686253e-16,2.3250634524196423e-05,34,2.0113005643768533e-08,1.0338836300265541e-15,1.185787409470695e-15,0.7016509516162797,0.4930139720558882,500,483,0.00015128991491376805,0.001010455260073584,0.006664583471708708,0.8003992015968064,4.449703379816707e-06,2.9719272355105406e-05,0.00019601716093260903,0.8003992015968064,0.8682634730538921,0.8858901914480897,0.8858901914480897
PWY-7222-1,tested,5,[],guanosine deoxyribonucleotides de novo biosynthesis II,1.4062128646916594e-15,4.507057500159383e-05,36,3.477667824197055e-08,1.8381187985647932e-15,1.6091570479247206e-15,0.7650282809738049,0.49500998003992014,500,500,0.0008023947851054355,0.0013557135481280006,0.005536828957295827,0.2315369261477046,2.2288744030706543e-05,3.765870967022223e-05,0.00015380080436932852,0.2315369261477046,0.8682634730538921,0.5091438744133354,0.5091438744133354
PWY3O-4105,tested,11,[],valine degradation,4.187082402800843e-14,0.0013420031647532148,198,3.423128162313067e-08,5.483940144235277e-14,3.675965035031482e-14,0.7635171596835002,0.5169660678642715,500,500,0.003679303236233316,0.0037903925929356178,0.005314285255115454,0.15768463073852296,1.858233957693594e-05,1.9751674246209355e-05,2.748290469081031e-05,0.16367265469061876,0.8682634730538921,0.49197604790419164,0.5022213637241646
PWY3O-69,tested,8,[],superpathway of heme and siroheme biosynthesis,1.3303497351993673e-15,4.263908333095853e-05,32,4.163972981538919e-08,1.8003566483755016e-15,1.5659498048580232e-15,0.738936774777247,0.5189620758483033,500,500,0.0008695903137960707,0.0008034456139176495,0.0018342154500416525,0.1996007984031936,2.717469730612721e-05,2.5107675434926548e-05,5.731923281380164e-05,0.1996007984031936,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY-7220-1,tested,5,[],adenosine deoxyribonucleotides de novo biosynthesis II,1.4062128646916594e-15,4.507057500159383e-05,36,3.477667824197055e-08,2.0291251747158195e-15,2.6930812058060566e-15,0.6930143503288803,0.5249500998003992,500,500,0.0008023947851054355,0.000944806546750522,0.002486473947311398,0.1996007984031936,2.2288744030706543e-05,2.624462629862561e-05,6.906872075864993e-05,0.1996007984031936,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY-6075-1,tested,5,[],ergosterol biosynthesis I,7.295582124973974e-16,2.3383094380666642e-05,26,3.459037630276131e-08,1.0131510122717363e-15,1.2060571884683966e-15,0.7200883221362496,0.5329341317365269,500,500,0.00033133688982829476,0.0005718671069100996,0.001164613994632795,0.5588822355289421,1.274372653185749e-05,2.1976126755838882e-05,4.477023778814738e-05,0.5608782435129741,0.8682634730538921,0.7979041916167665,0.803464499572284
PWY-821-1,tested,16,[],superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),5.529466655059857e-15,0.00017722511851029978,53,6.309188982210743e-08,6.806842119645652e-15,3.92194352025917e-15,0.8123394898643115,0.5469061876247505,500,500,0.0018565386953261606,0.0024270513099663707,0.0070771091809617446,0.17764471057884232,3.502903198728605e-05,4.579342094276172e-05,0.00013353036190493858,0.17764471057884232,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY-6482-1,tested,4,[],diphthamide biosynthesis,9.062485970803748e-16,2.9046203736556166e-05,34,2.5126473820550318e-08,4.635599186969491e-15,3.6755769210917656e-14,0.19549761757397152,0.5508982035928144,500,498,0.00046226024226679287,0.003932255447268858,0.01223524938646829,0.36726546906187624,1.3595889478435084e-05,0.00011565457197849582,0.0003598602760725968,0.36726546906187624,0.8682634730538921,0.7024091352179362,0.7060298008633895
PWY3O-4031,tested,6,[],glycogen biosynthesis,7.609219684738284e-15,0.00024388335160039953,95,2.7023086049905766e-08,9.972485065450173e-15,7.52090351401608e-15,0.7630214169084636,0.564870259481038,500,500,0.0005432139727813186,0.0009309931398685611,0.0009373402088386042,0.7604790419161677,5.718041818750722e-06,9.799927788090118e-06,9.86673904040636e-06,0.7604790419161677,0.8682634730538921,0.8723141951391336,0.8723141951391336
PWY-5653,tested,4,[],NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,2.836781632386024e-16,9.092178185529042e-06,17,3.146082417138077e-08,4.718053850531706e-16,6.76616281242002e-16,0.601260969513167,0.5728542914171657,500,500,0.00051881192279213,0.0005361842283550331,0.0011282284407186326,0.18962075848303392,3.051834839953706e-05,3.1540248726766654e-05,6.636637886580191e-05,0.18962075848303392,0.8682634730538921,0.5022213637241646,0.5022213637241646
PWY3O-954,tested,5,[],superpathway of methionine biosynthesis,2.3605955913074176e-16,7.565952731472245e-06,13,4.476895107380027e-08,3.9683469949291723e-16,4.677364276541205e-16,0.5948561439621662,0.5748502994011976,500,500,0.0001694285898888112,0.0007317228471503261,0.003139050131754203,0.780439121756487,1.3032968452985476e-05,5.62863728577174e-05,0.0002414653947503233,0.780439121756487,0.8682634730538921,0.8822355289421158,0.8822355289421158
PWY-7219,tested,3,[],adenosine ribonucleotides de novo biosynthesis,1.9822447673124388e-16,6.3532992550357585e-06,16,2.4817575214983432e-08,3.874524459038462e-16,5.761924512401227e-16,0.511609821610049,0.5788423153692615,500,474,0.002751781386828293,0.0006793019045349853,0.0036331500776189693,0.04590818363273453,0.0001719863366767683,4.245636903343658e-05,0.00022707187985118558,0.04590818363273453,0.8682634730538921,0.3989520958083832,0.3989520958083832
PWY-7221,tested,4,[],guanosine ribonucleotides de novo biosynthesis,8.816768594947972e-16,2.825865416310443e-05,42,1.6019645217179383e-08,2.457410978975546e-15,9.99482210080151e-15,0.3587828275522533,0.6027944111776448,500,500,6.240314792122309e-05,0.0006744702675105099,0.0017723432244988351,0.998003992015968,1.4857892362195973e-06,1.605881589310738e-05,4.219864820235322e-05,0.998003992015968,0.8871313975821942,0.998003992015968,0.998003992015968
PWY3O-285,tested,23,[],superpathway of purine biosynthesis and salvage pathways,2.4783277711407266e-14,0.0007943296530161058,126,5.003336186798348e-08,3.103382381939657e-14,1.54922331026432e-14,0.7985892378469125,0.624750499001996,500,500,0.005089567856111449,0.003448001993221047,0.006473708954305179,0.09381237524950099,4.0393395683424195e-05,2.7363635598967344e-05,5.137913053752415e-05,0.09381237524950099,0.9024173874473276,0.40652029274783763,0.40652029274783763
PWY-7176,tested,3,[],UTP and CTP de novo biosynthesis,3.3139306440465406e-16,1.0621490059780539e-05,28,1.3547818953801708e-08,7.753069838832466e-16,7.930143301702272e-16,0.4274346436876138,0.7025948103792415,500,467,0.00022845387283628116,0.0004874299317317346,0.0009987244084798401,0.6327345309381237,8.159066887010041e-06,1.740821184756195e-05,3.566872887428001e-05,0.6327345309381237,0.9808383233532935,0.8161097160517674,0.8294885638558948
PWY-5084,tested,3,[],2-oxoglutarate decarboxylation to succinyl-CoA,2.5718853130220426e-16,8.243158116852714e-06,36,6.3604615099172175e-09,6.626708354027661e-16,6.092732505294894e-16,0.3881090242124314,0.718562874251497,500,476,0.0004472486918763974,0.0005693413668312833,0.0014015098780640735,0.37924151696606784,1.2423574774344372e-05,1.5815037967535647e-05,3.893082994622427e-05,0.37924151696606784,0.9808383233532935,0.7024091352179362,0.7060298008633895
PWY3O-4108,tested,10,[],L-tyrosine degradation III,2.068314527352115e-14,0.0006629161727399642,184,1.9580463514294784e-08,2.9865363386684254e-14,1.619683956491426e-14,0.6925462451510943,0.7285429141716567,500,500,0.002430356737911945,0.0034248367886901905,0.0038779498335864693,0.7005988023952096,1.3208460532130136e-05,1.930146183162848e-05,2.1737755874756723e-05,0.7405189620758483,0.9808383233532935,0.8397749954636182,0.8723141951391336
PWY0-662,tested,4,[],PRPP biosynthesis,2.9688764205103324e-16,9.515555627519784e-06,21,2.1577223645169577e-08,9.34342500293416e-16,1.9848326696605822e-15,0.31775033454841256,0.7524950099800399,500,500,0.0005335172117370914,0.001733772408556679,0.008357873463208943,0.22554890219560877,2.5405581511290064e-05,8.256059088365136e-05,0.00039799397443852116,0.22554890219560877,0.9808383233532935,0.5091438744133354,0.5091438744133354
PWY-6125,tested,8,[],superpathway of guanosine nucleotides de novo biosynthesis II,3.3569647882065057e-15,0.0001075941893745557,62,2.799016372907276e-08,5.439728800207372e-15,6.0703632249234976e-15,0.6171198806967237,0.7564870259481038,500,500,0.0008351223520755117,0.0015082937238480117,0.005029176925526126,0.45708582834331335,1.346971535605664e-05,2.432731812658083e-05,8.111575686332462e-05,0.45708582834331335,0.9808383233532935,0.7307833312965903,0.7307833312965903
PWY3O-31704,tested,13,[],ergosterol biosynthesis,3.450677760633643e-15,0.00011059778695103336,50,4.423911478041334e-08,5.4727455087931174e-15,4.8129332920456134e-15,0.6305204133993446,0.7584830339321357,500,500,0.0009364793913594944,0.002929589238481445,0.008983471478142215,0.5688622754491018,1.8729587827189888e-05,5.861085180722848e-05,0.00017986807279618745,0.5768463073852296,0.9808383233532935,0.7979041916167665,0.803464499572284
PWY3O-4120,tested,3,[],tyrosine biosynthesis,2.1144516549533601e-16,6.7770359875576855e-06,33,6.223173542293559e-09,9.13597425641942e-16,1.3453191026931223e-15,0.23144238322121302,0.7784431137724551,500,426,0.00017822772782174183,0.0007476230263384908,0.004731564997130697,0.8063872255489022,5.40084023702248e-06,2.2655243222378513e-05,0.000143380757488809,0.8063872255489022,0.9808383233532935,0.8858901914480897,0.8858901914480897
