pathway,status,n_genes,excluded_genes,description,SS,percent_SS,n_valid_snps,mean_percent_SS,null_mean,null_sd,fold_enrichment,p_value,n_samples,n_unique_null_sets,additive_sum,additive_sum_null_mean,additive_sum_null_sd,additive_sum_p_value,additive_mean,additive_mean_null_mean,additive_mean_null_sd,additive_mean_p_value,q_value_bh,additive_sum_q_value_bh,additive_mean_q_value_bh
PWY-6614,tested,3,[],tetrahydrofolate biosynthesis,2.785098262748078e-17,8.926527646688828e-07,12,6.198977532422797e-09,1.2281796176384128e-16,1.6271249134813618e-16,0.2267663640358536,0.7944111776447106,500,463,0.00010900091275122285,0.00046378514157639794,0.0021495772372902094,0.6786427145708582,9.083409395935237e-06,3.864876179803316e-05,0.00017913143644085076,0.6786427145708582,0.9808383233532935,0.8343937125748503,0.8343937125748503
PWY3O-981,tested,5,[],superpathway of acetoin and butanediol biosynthesis,9.198896391794317e-16,2.9483413227709733e-05,42,1.6713953076932953e-08,2.313396473278663e-15,3.3424567588765844e-15,0.3976359650430855,0.8163672654690619,500,500,0.0019087374320424205,0.0009768155860830831,0.002711373646245827,0.0658682634730539,4.544612933434334e-05,2.325751395435912e-05,6.455651538680539e-05,0.0658682634730539,0.9808383233532935,0.3989520958083832,0.3989520958083832
PWY3O-1,tested,6,[],salvage pathways of purines and their nucleosides,1.116985126871104e-16,3.5800527217725073e-06,10,3.5800527217725077e-08,2.5707535787354544e-16,3.3286715708584797e-16,0.4344971591639466,0.8483033932135728,500,500,0.0002320794121806092,0.0005487033467226324,0.0019157543792928456,0.564870259481038,2.3207941218060918e-05,5.4870334672263225e-05,0.0001915754379292846,0.564870259481038,0.9808383233532935,0.7979041916167665,0.803464499572284
PWY3O-2220,tested,5,[],"salvage pathways of adenine, hypoxanthine and their nucleosides",7.655336870007577e-17,2.4536145502963948e-06,9,3.029153765798018e-08,1.889574124645784e-16,1.7569243076502982e-16,0.4051355683885982,0.8522954091816367,500,500,0.00019405895072808048,0.0005773351953174458,0.0022343776894490196,0.6327345309381237,2.1562105636453386e-05,6.414835503527175e-05,0.0002482641877165578,0.6327345309381237,0.9808383233532935,0.8161097160517674,0.8294885638558948
PWY-2201,tested,11,[],folate transformations I,1.538999572854756e-14,0.0004932652617353243,137,2.6280849365193898e-08,2.52202847364838e-14,2.2226753446556394e-14,0.6102229173600213,0.8542914171656687,500,500,0.0014769431372186146,0.0019677189915625775,0.003133035236080417,0.4590818363273453,1.0780606841011786e-05,1.4362912347172099e-05,2.2868870336353414e-05,0.4590818363273453,0.9808383233532935,0.7307833312965903,0.7307833312965903
PWY3O-20,tested,7,[],folate polyglutamylation,2.0413610495858886e-15,6.542773046729815e-05,59,1.87956709184999e-08,4.313012015137628e-15,2.639606600584805e-15,0.4733028895864898,0.8542914171656687,500,500,0.0005951874037472896,0.0012767659662482457,0.004264572197360082,0.5688622754491018,1.0087922097411688e-05,2.164010112285162e-05,7.228088470101834e-05,0.5688622754491018,0.9808383233532935,0.7979041916167665,0.803464499572284
PWY3O-214,tested,12,[],tryptophan degradation,2.5682215143603415e-14,0.0008231415263653235,202,2.0173059659967736e-08,4.1551181427317526e-14,1.87806335953997e-14,0.6180862796531419,0.8642714570858283,500,500,0.0027317640447261527,0.0035973735897433397,0.0036578676350894424,0.592814371257485,1.3523584379832438e-05,1.8377987868647043e-05,1.861692395365891e-05,0.6487025948103793,0.9808383233532935,0.8112196659312952,0.8294885638558948
PWY3O-4115,tested,13,[],phenylalanine degradation,2.6997089798614683e-14,0.0008652846173897216,205,2.058975889089165e-08,4.3793581100111473e-14,2.4358166957904042e-14,0.616462255893158,0.8782435129740519,500,500,0.0027829896329461877,0.003595770665627061,0.0025905038136159117,0.6487025948103793,1.3575559185103354e-05,1.8139505820762402e-05,1.3165407303953692e-05,0.6846307385229541,0.9808383233532935,0.8161097160517674,0.8343937125748503
PWY3O-50,tested,4,[],tetrapyrrole biosynthesis,1.0094673967580734e-16,3.235447289640934e-06,16,1.2638465975159899e-08,3.7033426230297244e-16,6.897830939172285e-16,0.27258277170482886,0.8802395209580839,500,500,0.00017658209387925463,0.00042024873957653886,0.0008528349967454981,0.7105788423153693,1.1036380867453414e-05,2.626554622353368e-05,5.330218729659363e-05,0.7105788423153693,0.9808383233532935,0.8397749954636182,0.8526946107784431
PWY3O-440,tested,3,[],pyruvate fermentation to acetoin III,4.0772387519783876e-17,1.3067971399247624e-06,14,6.6673323465549105e-09,2.9419800328640123e-16,9.375331178022192e-16,0.13858825370779973,0.9001996007984032,500,479,0.0017491701184523772,0.0007970336950096671,0.0034074662093560837,0.041916167664670656,0.00012494072274659836,5.6930978214976224e-05,0.00024339044352543452,0.041916167664670656,0.9840319361277445,0.3989520958083832,0.3989520958083832
PWY3O-697,tested,12,[],folate interconversions,9.660752117713039e-15,0.0003096370854128586,111,2.5130840468538155e-08,2.237709495002719e-14,1.7030293980791242e-14,0.4317250357692789,0.9281437125748503,500,500,0.0013837341169856002,0.0020544531263347156,0.004506734489226403,0.45109780439121755,1.2466073125996399e-05,1.850858672373618e-05,4.060121161465229e-05,0.45109780439121755,0.9840319361277445,0.7307833312965903,0.7307833312965903
PWY-5760-1,tested,3,[],beta-alanine biosynthesis IV,2.210181598116367e-17,7.083860344777081e-07,19,1.9622881841487757e-09,1.647373280450615e-16,2.9681797117836756e-16,0.13416398240426747,0.9600798403193613,500,452,4.2709001863870224e-05,0.00028554676318581806,0.0003120246264175378,0.9141716566866267,2.247842203361591e-06,1.4999386680727726e-05,1.638512839546072e-05,0.9121756487025948,0.9840319361277445,0.9635863408318497,0.9614824405243567
PWY3O-259,tested,3,[],phospholipid biosynthesis II (Kennedy pathway),1.4210441799875107e-17,4.5545933978316414e-07,14,2.3237721417508375e-09,2.4545467843890626e-16,4.735983010251113e-16,0.05789436115153165,0.9620758483033932,500,453,2.1404256058540738e-05,0.0002939967772484122,0.00038332089823891037,0.9920159680638723,1.52887543275291e-06,2.0999769803458015e-05,2.738006415992217e-05,0.9920159680638723,0.9840319361277445,0.998003992015968,0.998003992015968
PWY3O-1565,tested,3,[],dolichyl glucosyl phosphate biosynthesis,1.0828105238229452e-16,3.4705195885957267e-06,45,1.713836833874433e-09,2.087380359271684e-15,4.001367626205007e-15,0.05187413587625941,0.9740518962075848,500,356,0.00018021565162580595,0.00046529808439535074,0.0003469901439414542,0.8762475049900199,4.004792258351243e-06,1.0339957431007796e-05,7.710892087587871e-06,0.8762475049900199,0.9840319361277445,0.9492681304058548,0.9492681304058548
PWY-5041,tested,4,[],S-adenosyl-L-methionine cycle II,5.4578316493424626e-17,1.7492914257451328e-06,15,7.774628558867257e-09,4.622752185490979e-16,1.1285741984332966e-15,0.11806455181552827,0.9780439121756487,500,499,0.0006667296107598457,0.0006958884259716766,0.0028891492768437837,0.11976047904191617,4.444864071732305e-05,4.639256173144512e-05,0.00019260995178958557,0.11976047904191617,0.9840319361277445,0.46706586826347296,0.46706586826347296
PWY3O-15,tested,3,[],chitin biosynthesis,5.294229717122132e-18,1.6968553163787255e-07,9,2.094883106640402e-09,1.4169917488701393e-16,3.0569769192625327e-16,0.03736245974151627,0.9800399201596807,500,494,0.00047361295242381656,0.00041498216804877476,0.0015438967965850773,0.1437125748502994,5.262366138042406e-05,4.610912978319719e-05,0.00017154408850945303,0.1437125748502994,0.9840319361277445,0.49197604790419164,0.4930139720558883
PWY3O-4300,tested,4,[],ethanol degradation,3.053790679379188e-16,9.787714599262137e-06,38,6.778195705860206e-09,1.9780571863195755e-15,1.976132952019877e-15,0.1543833363615311,0.9840319361277445,500,499,0.00040473965359819086,0.0007011212943426837,0.003357465085713075,0.5588822355289421,1.0651043515741864e-05,1.8450560377439047e-05,8.83543443608704e-05,0.5588822355289421,0.9840319361277445,0.7979041916167665,0.803464499572284
