,pwy1,pwy2,vc,vc_mean
701,PWY3O-6407,PWY0-662,3.956499184936325e-07,7.850196795508582e-10
702,PWY3O-6407,PWY-5084,8.72599436644692e-07,1.0099530516720972e-09
703,PWY3O-6407,PWY-7176,2.1721292108128814e-07,3.2323351351382163e-10
704,PWY3O-6407,PWY-6125,1.2782678513355697e-06,8.59050975359926e-10
705,PWY3O-6407,PWY3O-4108,2.6489465507708862e-06,5.998520268955811e-10
706,PWY3O-6407,PWY3O-981,8.945600883592121e-07,8.87460405118266e-10
707,PWY3O-6407,PWY3O-31704,1.0527249553283679e-06,8.772707961069734e-10
708,PWY3O-6407,PWY3O-2220,1.0782739819853587e-07,4.992009175858142e-10
709,PWY3O-6407,PWY-2201,2.7910968503979755e-06,8.488737379555887e-10
710,PWY3O-6407,PWY3O-4120,5.431468345136339e-07,6.857914577192346e-10
711,PWY3O-6407,PWY-6614,2.3940156745307137e-07,8.312554425453867e-10
712,PWY3O-6407,PWY3O-1,1.1353266035096024e-07,4.730527514623343e-10
713,PWY3O-6407,PWY3O-214,3.3307639539961132e-06,6.870387693886372e-10
714,PWY3O-6407,PWY3O-50,5.358954268559785e-07,1.3955610074374443e-09
715,PWY3O-6407,PWY3O-20,4.818644429409283e-07,3.402997478396386e-10
716,PWY3O-6407,PWY3O-4115,3.342545493495999e-06,6.793791653447153e-10
717,PWY3O-6407,PWY3O-440,5.53274093511583e-07,1.6466490878320921e-09
718,PWY3O-6407,PWY3O-259,1.1951506403307183e-07,3.5569959533652336e-10
719,PWY3O-6407,PWY3O-697,1.724386458119205e-06,6.472922140087106e-10
720,PWY3O-6407,PWY-5760-1,1.0664297808594198e-07,2.3386618001303066e-10
721,PWY3O-6407,PWY-5041,4.848079953069332e-07,1.346688875852592e-09
722,PWY3O-6407,PWY3O-4300,4.961383982475193e-07,5.440114015871923e-10
723,PWY3O-6407,PWY3O-1565,1.4245890771120821e-06,1.319063960288965e-09
724,PWY3O-6407,PWY3O-15,2.3579082911413773e-07,1.0916242088617487e-09
725,PWY3O-45,PWY3O-6635,5.942781784071755e-07,7.074740219133043e-10
726,PWY3O-45,PWY3O-188,2.433750814837627e-06,7.558232344216233e-10
727,PWY3O-45,PWY-5651,1.0796346707960979e-06,9.180566928538247e-10
728,PWY3O-45,PWY3O-351,1.1689345295068526e-06,7.075874875949472e-10
729,PWY3O-45,PWY3O-1743,3.3258164512690604e-07,6.987009351405589e-10
730,PWY3O-45,PWY3O-7,1.4703571423552563e-06,7.293438206127264e-10
731,PWY3O-45,PWY-5686-1,9.26502552156294e-07,5.908817296915139e-10
732,PWY3O-45,PWY3O-261,8.660345750778442e-07,8.139422698100039e-10
733,PWY3O-45,PWY3O-3827,2.911181434463126e-07,6.931384367769347e-10
734,PWY3O-45,PWY3O-355,2.124461308866244e-06,1.3081658305826624e-09
735,PWY3O-45,PWY3O-5962,4.788317152589517e-06,1.7101132687819702e-09
736,PWY3O-45,PWY3O-4,5.727137558536594e-07,4.261263064387346e-10
737,PWY3O-45,PWY-5971-1,2.0290701224797552e-06,1.294049823010048e-09
738,PWY3O-45,PWY3O-4158,1.8472002588719685e-06,9.162699696785558e-10
739,PWY3O-45,PWY3O-450,3.326632596466229e-07,1.4851038377081378e-09
740,PWY3O-45,PWY3O-123,1.0947315244347531e-07,5.585364920585475e-10
741,PWY3O-45,PWY3O-4107,4.6388617256437693e-07,9.745507826982709e-10
742,PWY3O-45,PWY3O-2,1.3976027356212667e-06,6.837586769184279e-10
743,PWY3O-45,PWY3O-4153,1.1030789081958497e-06,1.1586963321384976e-09
744,PWY3O-45,PWY-6074-1,3.302952508375403e-07,1.0723871780439622e-09
745,PWY3O-45,PWY-6123-1,7.675985732372697e-07,7.029290963711261e-10
746,PWY3O-45,PWY3O-10,4.423988036193718e-06,1.7555508080133799e-09
747,PWY3O-45,PWY3O-13,4.14034741165033e-06,1.0872761060006118e-09
748,PWY3O-45,PWY3O-8514,1.9854564090742967e-06,1.3131325456840586e-09
749,PWY3O-45,PWY3O-6336,4.467607450738183e-06,1.7343196625536424e-09
750,PWY3O-45,PWY-5694,2.7970585450319967e-07,3.4446533805812767e-10
751,PWY3O-45,PWY-6126-1,7.447567561926172e-07,5.11508761121303e-10
752,PWY3O-45,PWY0-162,1.3431979877477293e-06,5.710875798247148e-10
753,PWY3O-45,PWY3O-4109,5.433844634171122e-06,9.33009037460701e-10
754,PWY3O-45,PWY3O-4112,4.798572687215129e-06,8.833896699586026e-10
755,PWY3O-45,PWY-7220-1,4.347760210519561e-07,4.313254177102739e-10
756,PWY3O-45,PWY3O-4105,4.854187569713658e-06,8.755749584620596e-10
757,PWY3O-45,PWY3O-69,2.515508677478113e-06,2.8074873632568227e-09
758,PWY3O-45,PWY-7222-1,4.347760210519561e-07,4.313254177102739e-10
759,PWY3O-45,PWY-821-1,1.6311010281474655e-06,1.0991246820400712e-09
760,PWY3O-45,PWY-6075-1,9.835545289088642e-07,1.3510364408088794e-09
761,PWY3O-45,PWY3O-4031,1.488519342335494e-06,5.595937377201106e-10
762,PWY3O-45,PWY-6482-1,7.834788923298557e-07,8.229820297582517e-10
763,PWY3O-45,PWY3O-954,4.2262631692653646e-07,1.1610613102377377e-09
764,PWY3O-45,PWY-5653,4.4661161956635725e-07,9.382597049713389e-10
765,PWY3O-45,PWY-7219,3.099810405588222e-07,6.919219655330852e-10
766,PWY3O-45,PWY-7221,1.7281701140403495e-06,1.4695324098982563e-09
767,PWY3O-45,PWY3O-285,3.5871278861835305e-06,1.0167596049273046e-09
768,PWY3O-45,PWY0-662,4.190665664528314e-07,7.126982422667201e-10
769,PWY3O-45,PWY-5084,1.9389006364582876e-06,1.923512536168936e-09
770,PWY3O-45,PWY-7176,4.1669614823381124e-07,5.315001890737389e-10
771,PWY3O-45,PWY-6125,1.9738434603993394e-06,1.1370066016125228e-09
772,PWY3O-45,PWY3O-4108,4.518228949914791e-06,8.769854328250758e-10
773,PWY3O-45,PWY3O-981,1.3618753263596933e-06,1.1580572503058618e-09
774,PWY3O-45,PWY3O-31704,1.5054514537042151e-06,1.0753224669315822e-09
775,PWY3O-45,PWY3O-2220,3.2672297821923003e-07,1.2965197548382145e-09
776,PWY3O-45,PWY-2201,4.215853839627962e-06,1.0990234201324198e-09
777,PWY3O-45,PWY3O-4120,4.5466434267269223e-07,4.920609769184981e-10
778,PWY3O-45,PWY-6614,5.097785769344712e-07,1.517198145638307e-09
779,PWY3O-45,PWY3O-1,3.6307164195583735e-07,1.296684435556562e-09
780,PWY3O-45,PWY3O-214,4.833880112569835e-06,8.546464131134785e-10
781,PWY3O-45,PWY3O-50,1.8584966585906185e-06,4.1484300414969166e-09
782,PWY3O-45,PWY3O-20,2.085329776651723e-06,1.2623061602008008e-09
783,PWY3O-45,PWY3O-4115,4.967566935599258e-06,8.654297797211251e-10
784,PWY3O-45,PWY3O-440,6.352695714814068e-07,1.620585641534201e-09
785,PWY3O-45,PWY3O-259,5.253775380299792e-07,1.3402488215050488e-09
786,PWY3O-45,PWY3O-697,4.091311643566167e-06,1.316380837698252e-09
787,PWY3O-45,PWY-5760-1,6.528957965242605e-07,1.2272477378275575e-09
788,PWY3O-45,PWY-5041,2.9806996982327745e-07,7.096904043411367e-10
789,PWY3O-45,PWY3O-4300,1.1593172509672426e-06,1.08958388248801e-09
790,PWY3O-45,PWY3O-1565,1.1792332298992341e-06,9.35899388808916e-10
791,PWY3O-45,PWY3O-15,3.992354937696264e-07,1.5842678324191524e-09
792,PWY3O-6635,PWY3O-188,4.3183060224163335e-06,1.2516829050482126e-09
793,PWY3O-6635,PWY-5651,1.5655277489587263e-06,1.2424823404434334e-09
794,PWY3O-6635,PWY3O-351,2.8305606775717765e-06,1.5991868234868792e-09
795,PWY3O-6635,PWY3O-1743,5.799776856559199e-07,1.1372111483449408e-09
796,PWY3O-6635,PWY3O-7,2.7528484517639587e-06,1.2744668758166474e-09
797,PWY3O-6635,PWY-5686-1,2.960427465983532e-06,1.7621592059425786e-09
798,PWY3O-6635,PWY3O-261,9.05012108668467e-07,7.938702707618131e-10
799,PWY3O-6635,PWY3O-3827,4.145709468628053e-07,9.212687708062339e-10
800,PWY3O-6635,PWY3O-355,1.986687176392838e-06,1.1417742393062287e-09
801,PWY3O-6635,PWY3O-5962,3.398292588122934e-06,1.132764196040978e-09
802,PWY3O-6635,PWY3O-4,2.530239606224416e-06,1.7571108376558446e-09
803,PWY3O-6635,PWY-5971-1,1.8216662146725472e-06,1.0843251277812782e-09
804,PWY3O-6635,PWY3O-4158,2.0077226146913245e-06,9.295012105052427e-10
805,PWY3O-6635,PWY3O-450,2.2998080853245515e-07,9.582533688852298e-10
806,PWY3O-6635,PWY3O-123,3.4742870064513055e-07,1.6544223840244312e-09
807,PWY3O-6635,PWY3O-4107,2.2543277579244872e-07,4.420250505734289e-10
808,PWY3O-6635,PWY3O-2,1.7407396323958804e-06,7.94858279632822e-10
809,PWY3O-6635,PWY3O-4153,8.223893696664408e-07,8.062640879082754e-10
810,PWY3O-6635,PWY-6074-1,3.8531609501272427e-07,1.1676245303415888e-09
811,PWY3O-6635,PWY-6123-1,7.948559224430369e-07,6.793640362760998e-10
812,PWY3O-6635,PWY3O-10,3.2381348337172324e-06,1.1993091976730491e-09
813,PWY3O-6635,PWY3O-13,3.542241461365406e-06,8.681964366091681e-10
814,PWY3O-6635,PWY3O-8514,1.7642667399233446e-06,1.0890535431625585e-09
815,PWY3O-6635,PWY3O-6336,3.295532000862551e-06,1.194033333645852e-09
816,PWY3O-6635,PWY-5694,2.6894466278299566e-06,3.091317963022939e-09
817,PWY3O-6635,PWY-6126-1,8.774873488949788e-07,5.624918903172942e-10
818,PWY3O-6635,PWY0-162,3.457020021036611e-06,1.371833341681195e-09
819,PWY3O-6635,PWY3O-4109,5.0599237586198405e-06,8.108852177275385e-10
820,PWY3O-6635,PWY3O-4112,4.395478540398132e-06,7.552368626113628e-10
821,PWY3O-6635,PWY-7220-1,4.599451923549132e-07,4.2587517810640115e-10
822,PWY3O-6635,PWY3O-4105,4.720533867587039e-06,7.947026713109493e-10
823,PWY3O-6635,PWY3O-69,1.4150190365813893e-06,1.4739781631056136e-09
824,PWY3O-6635,PWY-7222-1,4.599451923549132e-07,4.2587517810640115e-10
825,PWY3O-6635,PWY-821-1,2.4491381890181933e-06,1.5403384836592412e-09
826,PWY3O-6635,PWY-6075-1,8.95992567405486e-07,1.148708419750623e-09
827,PWY3O-6635,PWY3O-4031,3.2072004534638965e-06,1.1253334924434724e-09
828,PWY3O-6635,PWY-6482-1,1.0934043467833571e-06,1.0719650458660365e-09
829,PWY3O-6635,PWY3O-954,6.075603391386125e-07,1.55784702343234e-09
830,PWY3O-6635,PWY-5653,1.6892999179656787e-07,3.3123527803248603e-10
831,PWY3O-6635,PWY-7219,4.175413760269872e-07,8.6987786672289e-10
832,PWY3O-6635,PWY-7221,1.1645236125535057e-06,9.242250893281792e-10
833,PWY3O-6635,PWY3O-285,2.9465889012332684e-06,7.795208733421345e-10
834,PWY3O-6635,PWY0-662,5.034919852477391e-07,7.991936273773636e-10
835,PWY3O-6635,PWY-5084,9.245454325799482e-07,8.560605857221742e-10
836,PWY3O-6635,PWY-7176,4.965940482085332e-07,5.911833907244443e-10
837,PWY3O-6635,PWY-6125,1.5384199189104946e-06,8.271074832852121e-10
838,PWY3O-6635,PWY3O-4108,3.380879409215125e-06,6.124781538433197e-10
839,PWY3O-6635,PWY3O-981,1.3760323404459332e-06,1.0920891590840742e-09
840,PWY3O-6635,PWY3O-31704,1.410270937978185e-06,9.4018062531879e-10
841,PWY3O-6635,PWY3O-2220,1.6125220341833765e-07,5.972303830308801e-10
842,PWY3O-6635,PWY-2201,3.2605750598153857e-06,7.933272651618943e-10
843,PWY3O-6635,PWY3O-4120,6.057082155389836e-07,6.118264803424078e-10
844,PWY3O-6635,PWY-6614,2.6908500582155745e-07,7.474583495043263e-10
845,PWY3O-6635,PWY3O-1,1.6898053850223036e-07,5.632684616741012e-10
846,PWY3O-6635,PWY3O-214,4.352302457282182e-06,7.182017256241224e-10
847,PWY3O-6635,PWY3O-50,1.0436696462051866e-06,2.1743117629274725e-09
848,PWY3O-6635,PWY3O-20,7.304443860684297e-07,4.1268044410645746e-10
849,PWY3O-6635,PWY3O-4115,4.3667184659690375e-06,7.100355229217947e-10
850,PWY3O-6635,PWY3O-440,6.644494262052615e-07,1.5820224433458604e-09
851,PWY3O-6635,PWY3O-259,1.8868245323864017e-07,4.492439362824766e-10
852,PWY3O-6635,PWY3O-697,2.081056094258765e-06,6.249417700476772e-10
853,PWY3O-6635,PWY-5760-1,1.1820932503981773e-07,2.0738478077161008e-10
854,PWY3O-6635,PWY-5041,5.806644014234835e-07,1.2903653364966298e-09
855,PWY3O-6635,PWY3O-4300,9.422780110135681e-07,8.265596587838317e-10
856,PWY3O-6635,PWY3O-1565,1.650542455127806e-06,1.222624040835412e-09
857,PWY3O-6635,PWY3O-15,3.886891671192932e-07,1.4395895078492341e-09
858,PWY3O-188,PWY-5651,4.564376412384757e-06,9.450054684026411e-10
859,PWY3O-188,PWY3O-351,1.2989021194859128e-05,1.9143730574589726e-09
860,PWY3O-188,PWY3O-1743,2.0474280615659083e-06,1.047277780852127e-09
861,PWY3O-188,PWY3O-7,1.0037992192270452e-05,1.2123178976172043e-09
862,PWY3O-188,PWY-5686-1,8.794339213641613e-06,1.365580623236275e-09
863,PWY3O-188,PWY3O-261,4.193960108426074e-06,9.597162719510467e-10
864,PWY3O-188,PWY3O-3827,1.7028631652113838e-06,9.871670522964545e-10
865,PWY3O-188,PWY3O-355,4.434598941817448e-06,6.648574125663341e-10
866,PWY3O-188,PWY3O-5962,1.42074827405946e-05,1.235433281790835e-09
867,PWY3O-188,PWY3O-4,6.4721262967902436e-06,1.172486647969247e-09
868,PWY3O-188,PWY-5971-1,4.200713243321566e-06,6.522846651120446e-10
869,PWY3O-188,PWY3O-4158,8.959107560607319e-06,1.0820178213293865e-09
870,PWY3O-188,PWY3O-450,1.952663593246003e-06,2.1224604274413072e-09
871,PWY3O-188,PWY3O-123,8.981888633373264e-07,1.1157625631519582e-09
872,PWY3O-188,PWY3O-4107,1.4930032881646958e-06,7.636845463758034e-10
873,PWY3O-188,PWY3O-2,9.391410271455315e-06,1.118690919768352e-09
874,PWY3O-188,PWY3O-4153,2.905827114745484e-06,7.431782902162362e-10
875,PWY3O-188,PWY-6074-1,8.665246694203602e-07,6.849997386722216e-10
876,PWY3O-188,PWY-6123-1,2.9584969517225536e-06,6.59642575634906e-10
877,PWY3O-188,PWY3O-10,1.2494692263474737e-05,1.2072166438139844e-09
878,PWY3O-188,PWY3O-13,1.5319576235492153e-05,9.795125470263523e-10
879,PWY3O-188,PWY3O-8514,3.975074106658266e-06,6.401085517968222e-10
880,PWY3O-188,PWY3O-6336,1.2720341173519193e-05,1.2023006780263886e-09
881,PWY3O-188,PWY-5694,2.4214189796821365e-06,7.260626625733543e-10
882,PWY3O-188,PWY-6126-1,8.601466423232644e-06,1.438372311577365e-09
883,PWY3O-188,PWY0-162,1.1656016707914955e-05,1.2066269883969935e-09
884,PWY3O-188,PWY3O-4109,2.9887555569655632e-05,1.2494797478953022e-09
885,PWY3O-188,PWY3O-4112,2.5537037025917098e-05,1.1446453171634738e-09
886,PWY3O-188,PWY-7220-1,5.669061684366602e-06,1.3693385711030439e-09
887,PWY3O-188,PWY3O-4105,2.890606919679235e-05,1.2694804214665065e-09
888,PWY3O-188,PWY3O-69,6.446701931646009e-06,1.75182117707772e-09
889,PWY3O-188,PWY-7222-1,5.669061684366602e-06,1.3693385711030439e-09
890,PWY3O-188,PWY-821-1,7.660713874127729e-06,1.2568849670431057e-09
891,PWY3O-188,PWY-6075-1,3.103337374512635e-06,1.0379054764256305e-09
892,PWY3O-188,PWY3O-4031,1.094602726202681e-05,1.001924692176367e-09
893,PWY3O-188,PWY-6482-1,3.929926515377047e-06,1.005096295492851e-09
894,PWY3O-188,PWY3O-954,1.0476645836231118e-06,7.007789857010781e-10
895,PWY3O-188,PWY-5653,1.515751240027836e-06,7.753203273799672e-10
896,PWY3O-188,PWY-7219,2.932404195900422e-06,1.593697932554577e-09
897,PWY3O-188,PWY-7221,8.251973027947757e-06,1.708483028560612e-09
898,PWY3O-188,PWY3O-285,1.8034469490056753e-05,1.2446148716395273e-09
899,PWY3O-188,PWY0-662,3.0973734401454326e-06,1.282556289915293e-09
900,PWY3O-188,PWY-5084,2.6887983268799894e-06,6.494681948985481e-10
901,PWY3O-188,PWY-7176,2.861682923929541e-06,8.887214049470626e-10
902,PWY3O-188,PWY-6125,1.0169796010530623e-05,1.4263388514068195e-09
903,PWY3O-188,PWY3O-4108,2.2821557368483182e-05,1.0785235051268044e-09
904,PWY3O-188,PWY3O-981,6.218260006453621e-06,1.2874244319779753e-09
905,PWY3O-188,PWY3O-31704,5.636266560934423e-06,9.802202714668563e-10
906,PWY3O-188,PWY3O-2220,1.3331278758812575e-06,1.288046256890104e-09
907,PWY3O-188,PWY-2201,1.1691481050333767e-05,7.420806759970654e-10
908,PWY3O-188,PWY3O-4120,3.084272494189583e-06,8.127200248193894e-10
909,PWY3O-188,PWY-6614,1.0278629668247776e-06,7.44828236829549e-10
910,PWY3O-188,PWY3O-1,1.978068818852141e-06,1.7200598424801225e-09
911,PWY3O-188,PWY3O-214,2.376370913999016e-05,1.0229749952643202e-09
912,PWY3O-188,PWY3O-50,4.3782266222793854e-06,2.379470990369231e-09
913,PWY3O-188,PWY3O-20,6.383798278668117e-06,9.408693115207247e-10
914,PWY3O-188,PWY3O-4115,2.3944987985520862e-05,1.0156940821005669e-09
915,PWY3O-188,PWY3O-440,4.350516914841673e-06,2.7021844191563193e-09
916,PWY3O-188,PWY3O-259,7.587732779247499e-07,4.712877502638198e-10
917,PWY3O-188,PWY3O-697,1.1592690627684908e-05,9.081622113345013e-10
918,PWY3O-188,PWY-5760-1,4.190319523945731e-06,1.9177663725152088e-09
919,PWY3O-188,PWY-5041,2.210525974802492e-06,1.2814643332188357e-09
920,PWY3O-188,PWY3O-4300,5.056959166336071e-06,1.1571988938984145e-09
921,PWY3O-188,PWY3O-1565,4.552604374783217e-06,8.797303139677713e-10
922,PWY3O-188,PWY3O-15,2.0890546565445307e-06,2.0184102961782907e-09
923,PWY-5651,PWY3O-351,3.6262881955758977e-06,1.4633931378433809e-09
924,PWY-5651,PWY3O-1743,1.152716553669492e-06,1.6144489547191765e-09
925,PWY-5651,PWY3O-7,5.660702728650734e-06,1.871925505506195e-09
926,PWY-5651,PWY-5686-1,2.281142725891573e-06,9.698736079470974e-10
927,PWY-5651,PWY3O-261,1.2542941545858708e-06,7.858985930989166e-10
928,PWY-5651,PWY3O-3827,1.0930280716088787e-06,1.7349651930299662e-09
929,PWY-5651,PWY3O-355,1.8944403039102525e-06,7.776848538219427e-10
930,PWY-5651,PWY3O-5962,3.959363124968336e-06,9.42705505944842e-10
931,PWY-5651,PWY3O-4,1.5676162662150487e-06,7.77587433638417e-10
932,PWY-5651,PWY-5971-1,1.718097558828589e-06,7.304836559645362e-10
933,PWY-5651,PWY3O-4158,3.4794447726146023e-06,1.150610043854035e-09
934,PWY-5651,PWY3O-450,2.561279457549386e-07,7.622855528420791e-10
935,PWY-5651,PWY3O-123,1.782129222881487e-07,6.061664023406418e-10
936,PWY-5651,PWY3O-4107,6.825616733484831e-07,9.559687301799485e-10
937,PWY-5651,PWY3O-2,2.394358387642822e-06,7.809388087549974e-10
938,PWY-5651,PWY3O-4153,1.2762226355874216e-06,8.937133302432924e-10
939,PWY-5651,PWY-6074-1,4.958649132519275e-07,1.073300678034475e-09
940,PWY-5651,PWY-6123-1,1.131805658110033e-06,6.909680452442203e-10
941,PWY-5651,PWY3O-10,3.3911121392847082e-06,8.971196135673832e-10
942,PWY-5651,PWY3O-13,4.985410957726329e-06,8.727960360165142e-10
943,PWY-5651,PWY3O-8514,1.6794542884476175e-06,7.405001271814891e-10
944,PWY-5651,PWY3O-6336,3.429754459475845e-06,8.876176137359848e-10
945,PWY-5651,PWY-5694,1.0524975884751027e-06,8.641195307677362e-10
946,PWY-5651,PWY-6126-1,2.515396826560447e-06,1.1517384736998383e-09
947,PWY-5651,PWY0-162,3.9827236777919455e-06,1.1288899313469233e-09
948,PWY-5651,PWY3O-4109,5.9107552284743165e-06,6.765974391568585e-10
949,PWY-5651,PWY3O-4112,5.291159784891401e-06,6.493814168987973e-10
950,PWY-5651,PWY-7220-1,1.3108110387201894e-06,8.669385176720829e-10
951,PWY-5651,PWY3O-4105,5.728849800618437e-06,6.888948774192445e-10
952,PWY-5651,PWY3O-69,2.192944748035374e-06,1.631655318478701e-09
953,PWY-5651,PWY-7222-1,1.3108110387201894e-06,8.669385176720829e-10
954,PWY-5651,PWY-821-1,2.8124918676781337e-06,1.2634734356146151e-09
955,PWY-5651,PWY-6075-1,5.17650594295487e-07,4.74039005765098e-10
956,PWY-5651,PWY3O-4031,5.294431695715942e-06,1.3269252370215393e-09
957,PWY-5651,PWY-6482-1,1.9140778772207234e-06,1.3403906703226354e-09
958,PWY-5651,PWY3O-954,6.324887051892159e-07,1.1584042219582707e-09
959,PWY-5651,PWY-5653,1.0868282186798998e-06,1.5221683735012602e-09
960,PWY-5651,PWY-7219,1.204586873771497e-06,1.7925399907313946e-09
961,PWY-5651,PWY-7221,1.6907342634562704e-06,9.58466135746185e-10
962,PWY-5651,PWY3O-285,5.488323632593159e-06,1.0370981920999922e-09
963,PWY-5651,PWY0-662,1.6679854971447005e-06,1.891140019438436e-09
964,PWY-5651,PWY-5084,4.4234282386397673e-07,2.9255477768781536e-10
965,PWY-5651,PWY-7176,1.7015823093144218e-06,1.4469237324102226e-09
966,PWY-5651,PWY-6125,2.5963426841166147e-06,9.970594025025403e-10
967,PWY-5651,PWY3O-4108,5.144877788380914e-06,6.65745055432313e-10
968,PWY-5651,PWY3O-981,1.5649714806813047e-06,8.871720412025537e-10
969,PWY-5651,PWY3O-31704,1.384626807499362e-06,6.5934609880922e-10
970,PWY-5651,PWY3O-2220,3.662009903698464e-07,9.687856888091173e-10
971,PWY-5651,PWY-2201,6.818113763068482e-06,1.1849346129767956e-09
972,PWY-5651,PWY3O-4120,1.0715580572024945e-06,7.731299114015111e-10
973,PWY-5651,PWY-6614,3.5547368649138427e-07,7.053049335146513e-10
974,PWY-5651,PWY3O-1,4.283858247379078e-07,1.019966249375971e-09
975,PWY-5651,PWY3O-214,5.565322130093831e-06,6.55978563188806e-10
976,PWY-5651,PWY3O-50,1.2152589987688535e-06,1.8084211291203177e-09
977,PWY-5651,PWY3O-20,3.5384515613396344e-06,1.4279465542129274e-09
978,PWY-5651,PWY3O-4115,5.608279398065026e-06,6.513681066277614e-10
979,PWY-5651,PWY3O-440,6.195867561330005e-07,1.053718973015307e-09
980,PWY-5651,PWY3O-259,5.674653144318665e-07,9.65077065360317e-10
981,PWY-5651,PWY3O-697,4.604235518529727e-06,9.876095063341328e-10
982,PWY-5651,PWY-5760-1,6.750882945584087e-07,8.459753064641713e-10
983,PWY-5651,PWY-5041,9.67752328994818e-07,1.5361148079282826e-09
984,PWY-5651,PWY3O-4300,1.1376155938533375e-06,7.12791725472016e-10
985,PWY-5651,PWY3O-1565,4.0889720047107155e-06,2.163477251169691e-09
986,PWY-5651,PWY3O-15,1.622655333673845e-06,4.292738977973135e-09
987,PWY3O-351,PWY3O-1743,1.0636567536333638e-06,1.0604753276504126e-09
988,PWY3O-351,PWY3O-7,6.735232233077948e-06,1.58550664620479e-09
989,PWY3O-351,PWY-5686-1,7.0408230572476755e-06,2.1309997146633402e-09
990,PWY3O-351,PWY3O-261,2.262081374845049e-06,1.008956902250245e-09
991,PWY3O-351,PWY3O-3827,9.250975607445193e-07,1.0453079782423947e-09
992,PWY3O-351,PWY3O-355,2.321150333133541e-06,6.783022598286211e-10
993,PWY3O-351,PWY3O-5962,9.52154827119413e-06,1.613821740880361e-09
994,PWY3O-351,PWY3O-4,3.304784406505697e-06,1.166943646365006e-09
995,PWY3O-351,PWY-5971-1,2.1456335745009042e-06,6.494048348973682e-10
996,PWY3O-351,PWY3O-4158,5.349965676337129e-06,1.259408115898571e-09
997,PWY3O-351,PWY3O-450,6.995465881237238e-07,1.482090229075686e-09
998,PWY3O-351,PWY3O-123,4.0751246167691316e-07,9.867129822685549e-10
999,PWY3O-351,PWY3O-4107,7.955340865020897e-07,7.931546226341871e-10
1000,PWY3O-351,PWY3O-2,5.9681195461996415e-06,1.3856790216391087e-09
1001,PWY3O-351,PWY3O-4153,2.644320212207908e-06,1.3182054896350489e-09
1002,PWY3O-351,PWY-6074-1,9.37032012937064e-07,1.4438089567597287e-09
1003,PWY3O-351,PWY-6123-1,2.8715369354793573e-06,1.2479517320640405e-09
1004,PWY3O-351,PWY3O-10,9.070803733071731e-06,1.7082492905973128e-09
1005,PWY3O-351,PWY3O-13,1.1758739287581958e-05,1.465446072729556e-09
1006,PWY3O-351,PWY3O-8514,2.0353728673936746e-06,6.388489853715238e-10
1007,PWY3O-351,PWY3O-6336,9.181065390368797e-06,1.6914269326397929e-09
1008,PWY3O-351,PWY-5694,2.983899598241998e-06,1.743950671094096e-09
1009,PWY3O-351,PWY-6126-1,3.416702923391392e-06,1.1136580584717705e-09
1010,PWY3O-351,PWY0-162,9.288465075884222e-06,1.874185850662676e-09
1011,PWY3O-351,PWY3O-4109,1.5961976235104066e-05,1.3006825484928346e-09
1012,PWY3O-351,PWY3O-4112,1.466430143510501e-05,1.2811725873759399e-09
1013,PWY3O-351,PWY-7220-1,1.7529699329804798e-06,8.253154110077588e-10
1014,PWY3O-351,PWY3O-4105,1.467534426987924e-05,1.2562355992021264e-09
1015,PWY3O-351,PWY3O-69,3.1543837442866878e-06,1.6707541018467625e-09
1016,PWY3O-351,PWY-7222-1,1.7529699329804798e-06,8.253154110077588e-10
1017,PWY3O-351,PWY-821-1,3.616328034247423e-06,1.156484820673944e-09
1018,PWY3O-351,PWY-6075-1,1.8418999642334905e-06,1.2007170562147916e-09
1019,PWY3O-351,PWY3O-4031,5.469856828900248e-06,9.75888818715477e-10
1020,PWY3O-351,PWY-6482-1,1.630312370584796e-06,8.127180311988016e-10
1021,PWY3O-351,PWY3O-954,1.3811625511040284e-06,1.800733443421158e-09
1022,PWY3O-351,PWY-5653,8.537458378184204e-07,8.511922610353144e-10
1023,PWY3O-351,PWY-7219,1.6637342120835567e-06,1.7624303094105472e-09
1024,PWY3O-351,PWY-7221,4.5386072640719895e-06,1.831560639254233e-09
1025,PWY3O-351,PWY3O-285,1.1511874538911858e-05,1.548543790545044e-09
1026,PWY3O-351,PWY0-662,1.2437523413372518e-06,1.0038356265837384e-09
1027,PWY3O-351,PWY-5084,1.757876034579028e-06,8.276252516850414e-10
1028,PWY3O-351,PWY-7176,2.247644733464644e-06,1.3605597660197605e-09
1029,PWY3O-351,PWY-6125,5.500767318666315e-06,1.503763619099594e-09
1030,PWY3O-351,PWY3O-4108,1.3026110090412195e-05,1.1998996030224938e-09
1031,PWY3O-351,PWY3O-981,3.8568064212981645e-06,1.5564190562139485e-09
1032,PWY3O-351,PWY3O-31704,3.36140594726322e-06,1.1394596431400746e-09
1033,PWY3O-351,PWY3O-2220,1.058097464394271e-06,1.992650592079606e-09
1034,PWY3O-351,PWY-2201,8.355565438537579e-06,1.0337208262449063e-09
1035,PWY3O-351,PWY3O-4120,2.1027092916911083e-06,1.0799739556708312e-09
1036,PWY3O-351,PWY-6614,8.091488136756162e-07,1.1428655560390058e-09
1037,PWY3O-351,PWY3O-1,1.4119720492648241e-06,2.393172964855634e-09
1038,PWY3O-351,PWY3O-214,1.4833074696481905e-05,1.2445942856588273e-09
