,pwy1,pwy2,vc,vc_mean
2323,PWY3O-4112,PWY-6614,2.800711142626677e-06,1.2030546145303594e-09
2324,PWY3O-4112,PWY3O-1,2.344361298928913e-06,1.2084336592417077e-09
2325,PWY3O-4112,PWY3O-214,2.4205233578923787e-05,6.176695309514082e-10
2326,PWY3O-4112,PWY3O-50,2.7753964565376304e-06,8.941354563587726e-10
2327,PWY3O-4112,PWY3O-20,7.661058657296263e-06,6.693219165906223e-10
2328,PWY3O-4112,PWY3O-4115,2.4582460029168035e-05,6.181156658075946e-10
2329,PWY3O-4112,PWY3O-440,3.514009963967126e-06,1.2938181016079258e-09
2330,PWY3O-4112,PWY3O-259,1.1449422361846777e-06,4.215545788603379e-10
2331,PWY3O-4112,PWY3O-697,1.734233926933303e-05,8.053468593541855e-10
2332,PWY3O-4112,PWY-5760-1,5.239050831399521e-07,1.4213377187736082e-10
2333,PWY3O-4112,PWY-5041,5.375452482527634e-06,1.8472345300782246e-09
2334,PWY3O-4112,PWY3O-4300,4.67947100666311e-06,6.34762751853379e-10
2335,PWY3O-4112,PWY3O-1565,4.767037244020743e-06,5.460523761764884e-10
2336,PWY3O-4112,PWY3O-15,2.504224223003097e-06,1.4342635870579022e-09
2337,PWY-7220-1,PWY3O-4105,8.668197440864069e-06,1.216077082051637e-09
2338,PWY-7220-1,PWY3O-69,1.5607580674721374e-06,1.3548247113473415e-09
2339,PWY-7220-1,PWY-7222-1,9.711602527071039e-07,7.493520468419012e-10
2340,PWY-7220-1,PWY-821-1,1.9693490624819578e-06,1.0321535966886572e-09
2341,PWY-7220-1,PWY-6075-1,1.156074524544762e-06,1.2351223552828654e-09
2342,PWY-7220-1,PWY3O-4031,2.6784008067448158e-06,7.831581306271391e-10
2343,PWY-7220-1,PWY-6482-1,1.1715689986938218e-06,9.571642146191353e-10
2344,PWY-7220-1,PWY3O-954,4.6668818058038636e-07,9.971969670521076e-10
2345,PWY-7220-1,PWY-5653,3.962949955852325e-07,6.475408424595303e-10
2346,PWY-7220-1,PWY-7219,8.327137930550573e-07,1.4456836684983633e-09
2347,PWY-7220-1,PWY-7221,7.240584995439881e-07,4.788746690105741e-10
2348,PWY-7220-1,PWY3O-285,4.048408672156946e-06,8.925063210222543e-10
2349,PWY-7220-1,PWY0-662,7.510808803778136e-07,9.93493228012981e-10
2350,PWY-7220-1,PWY-5084,5.632059188217776e-07,4.3457246822668025e-10
2351,PWY-7220-1,PWY-7176,8.865548068739018e-07,8.795186576129978e-10
2352,PWY-7220-1,PWY-6125,1.3799653119125058e-06,6.182640286346353e-10
2353,PWY-7220-1,PWY3O-4108,7.9876084973535e-06,1.2058587707357336e-09
2354,PWY-7220-1,PWY3O-981,2.4851704734752497e-06,1.6436312655259586e-09
2355,PWY-7220-1,PWY3O-31704,2.0296196036869302e-06,1.1275664464927389e-09
2356,PWY-7220-1,PWY3O-2220,4.747813546253918e-07,1.4653745513129375e-09
2357,PWY-7220-1,PWY-2201,4.297136878833987e-06,8.712767394229495e-10
2358,PWY-7220-1,PWY3O-4120,4.3999724632205965e-07,3.7036805245964614e-10
2359,PWY-7220-1,PWY-6614,1.7451327332898297e-07,4.0396591048375686e-10
2360,PWY-7220-1,PWY3O-1,4.933419556291123e-07,1.3703943211919783e-09
2361,PWY-7220-1,PWY3O-214,9.366146081168903e-06,1.2879738835490792e-09
2362,PWY-7220-1,PWY3O-50,6.569218865946181e-07,1.1404893864489898e-09
2363,PWY-7220-1,PWY3O-20,2.361399560076293e-06,1.111770037700703e-09
2364,PWY-7220-1,PWY3O-4115,9.540807261726238e-06,1.2927923118870242e-09
2365,PWY-7220-1,PWY3O-440,1.5313255301229972e-06,3.0383443057995976e-09
2366,PWY-7220-1,PWY3O-259,2.7940600173969935e-07,5.543769875787686e-10
2367,PWY-7220-1,PWY3O-697,3.2802491475637843e-06,8.20883170061007e-10
2368,PWY-7220-1,PWY-5760-1,4.820592657923605e-07,7.047650084683634e-10
2369,PWY-7220-1,PWY-5041,5.757340699841546e-07,1.0661742036743604e-09
2370,PWY-7220-1,PWY3O-4300,2.2103404163019464e-06,1.6157459183493761e-09
2371,PWY-7220-1,PWY3O-1565,1.4734787874445354e-06,9.09554807064528e-10
2372,PWY-7220-1,PWY3O-15,8.094524671984547e-07,2.498310083945848e-09
2373,PWY3O-4105,PWY3O-69,6.010147799995465e-06,9.48571306817466e-10
2374,PWY3O-4105,PWY-7222-1,8.668197440864069e-06,1.216077082051637e-09
2375,PWY3O-4105,PWY-821-1,1.39945305386021e-05,1.3335744748048503e-09
2376,PWY3O-4105,PWY-6075-1,6.809078815156041e-06,1.3226648825089433e-09
2377,PWY3O-4105,PWY3O-4031,1.130552697071785e-05,6.010381164655954e-10
2378,PWY3O-4105,PWY-6482-1,6.8467106763288455e-06,1.017039613239579e-09
2379,PWY3O-4105,PWY3O-954,3.1421181509368052e-06,1.2207141223530711e-09
2380,PWY3O-4105,PWY-5653,1.4463385152005241e-06,4.296905868094249e-10
2381,PWY3O-4105,PWY-7219,7.881008057230328e-06,2.487691937257048e-09
2382,PWY3O-4105,PWY-7221,8.949055638089109e-06,1.076125016605232e-09
2383,PWY3O-4105,PWY3O-285,2.981864237319848e-05,1.1952317770241494e-09
2384,PWY3O-4105,PWY0-662,3.0410605753427305e-06,7.313757997457265e-10
2385,PWY3O-4105,PWY-5084,7.504963643140251e-06,1.052884910653795e-09
2386,PWY3O-4105,PWY-7176,3.078171732486206e-06,5.55225781472981e-10
2387,PWY3O-4105,PWY-6125,1.4154145055905254e-05,1.1529932433940417e-09
2388,PWY3O-4105,PWY3O-4108,2.2750059655676077e-05,6.244526695124087e-10
2389,PWY3O-4105,PWY3O-981,8.808062126714871e-06,1.0591705299079932e-09
2390,PWY3O-4105,PWY3O-31704,9.974773619233112e-06,1.0075528908316275e-09
2391,PWY3O-4105,PWY3O-2220,1.9655502035234606e-06,1.1030023588796074e-09
2392,PWY3O-4105,PWY-2201,2.1870696428435603e-05,8.062632318969109e-10
2393,PWY3O-4105,PWY3O-4120,3.437747184881199e-06,5.261321066546066e-10
2394,PWY3O-4105,PWY-6614,3.060923615126798e-06,1.288267514784006e-09
2395,PWY3O-4105,PWY3O-1,2.7215920928981184e-06,1.3745414610596558e-09
2396,PWY3O-4105,PWY3O-214,2.514213161509418e-05,6.286161519925538e-10
2397,PWY3O-4105,PWY3O-50,3.016472377252893e-06,9.521693110015446e-10
2398,PWY3O-4105,PWY3O-20,8.385627816005614e-06,7.178246718032541e-10
2399,PWY3O-4105,PWY3O-4115,2.559760375486764e-05,6.306381807062734e-10
2400,PWY3O-4105,PWY3O-440,3.357378499778813e-06,1.2111755049707117e-09
2401,PWY3O-4105,PWY3O-259,1.1660314280795182e-06,4.206462583259445e-10
2402,PWY3O-4105,PWY3O-697,1.9137005704115674e-05,8.707346302718933e-10
2403,PWY3O-4105,PWY-5760-1,1.400810847985489e-06,3.7235801381857763e-10
2404,PWY3O-4105,PWY-5041,5.124123470532047e-06,1.725294097822238e-09
2405,PWY3O-4105,PWY3O-4300,5.2243674121449446e-06,6.943603684403169e-10
2406,PWY3O-4105,PWY3O-1565,4.9756663537488905e-06,5.584361788719293e-10
2407,PWY3O-4105,PWY3O-15,2.5006170309083674e-06,1.4032643271090726e-09
2408,PWY3O-69,PWY-7222-1,1.5607580674721374e-06,1.3548247113473415e-09
2409,PWY3O-69,PWY-821-1,2.776004035066117e-06,1.6367948319965314e-09
2410,PWY3O-69,PWY-6075-1,8.02888487950739e-07,9.650102018638691e-10
2411,PWY3O-69,PWY3O-4031,6.255740380218519e-06,2.0578093355981967e-09
2412,PWY3O-69,PWY-6482-1,2.4644519913572856e-06,2.26512131558574e-09
2413,PWY3O-69,PWY3O-954,4.6315676612496134e-07,1.113357610877311e-09
2414,PWY3O-69,PWY-5653,3.140111689359766e-07,5.772264134852511e-10
2415,PWY3O-69,PWY-7219,3.3458803883324305e-07,6.534922633461778e-10
2416,PWY3O-69,PWY-7221,1.6714458170392912e-06,1.2436352805351868e-09
2417,PWY3O-69,PWY3O-285,5.9689725451882495e-06,1.4803999368026414e-09
2418,PWY3O-69,PWY0-662,1.7657497147722541e-06,2.6276037422206164e-09
2419,PWY3O-69,PWY-5084,1.2656494660742626e-06,1.0986540504116863e-09
2420,PWY3O-69,PWY-7176,2.1866035883038585e-06,2.4404057905176988e-09
2421,PWY3O-69,PWY-6125,2.1046114359984556e-06,1.0607920544347054e-09
2422,PWY3O-69,PWY3O-4108,4.971821614195525e-06,8.443990513239683e-10
2423,PWY3O-69,PWY3O-981,2.4238484793476547e-06,1.8034586899908144e-09
2424,PWY3O-69,PWY3O-31704,1.369004464946854e-06,8.556277905917837e-10
2425,PWY3O-69,PWY3O-2220,4.666693803958029e-07,1.6203797930409823e-09
2426,PWY3O-69,PWY-2201,3.6692166863692468e-06,8.369563609418903e-10
2427,PWY3O-69,PWY3O-4120,7.449596895929943e-07,7.054542515085174e-10
2428,PWY3O-69,PWY-6614,2.02740240357873e-06,5.279693759319609e-09
2429,PWY3O-69,PWY3O-1,5.198480779646206e-07,1.6245252436394393e-09
2430,PWY3O-69,PWY3O-214,5.695530172397592e-06,8.811154350862611e-10
2431,PWY3O-69,PWY3O-50,2.0386285571203263e-07,3.9816964006256373e-10
2432,PWY3O-69,PWY3O-20,2.0150974452214165e-06,1.0673185620876146e-09
2433,PWY3O-69,PWY3O-4115,5.7147180344335145e-06,8.711460418343773e-10
2434,PWY3O-69,PWY3O-440,7.053536732975247e-07,1.5744501636105464e-09
2435,PWY3O-69,PWY3O-259,5.436354357006956e-07,1.2134719546890527e-09
2436,PWY3O-69,PWY3O-697,3.6747003676457914e-06,1.0345440224228016e-09
2437,PWY3O-69,PWY-5760-1,7.892272693460224e-07,1.298071166687537e-09
2438,PWY3O-69,PWY-5041,1.0257923674339065e-06,2.137067432153972e-09
2439,PWY3O-69,PWY3O-4300,2.036855977983989e-06,1.6750460345263069e-09
2440,PWY3O-69,PWY3O-1565,2.216227792516766e-06,1.5390470781366431e-09
2441,PWY3O-69,PWY3O-15,8.499980176281785e-07,2.9513820056533978e-09
2442,PWY-7222-1,PWY-821-1,1.9693490624819578e-06,1.0321535966886572e-09
2443,PWY-7222-1,PWY-6075-1,1.156074524544762e-06,1.2351223552828654e-09
2444,PWY-7222-1,PWY3O-4031,2.6784008067448158e-06,7.831581306271391e-10
2445,PWY-7222-1,PWY-6482-1,1.1715689986938218e-06,9.571642146191353e-10
2446,PWY-7222-1,PWY3O-954,4.6668818058038636e-07,9.971969670521076e-10
2447,PWY-7222-1,PWY-5653,3.962949955852325e-07,6.475408424595303e-10
2448,PWY-7222-1,PWY-7219,8.327137930550573e-07,1.4456836684983633e-09
2449,PWY-7222-1,PWY-7221,7.240584995439881e-07,4.788746690105741e-10
2450,PWY-7222-1,PWY3O-285,4.048408672156946e-06,8.925063210222543e-10
2451,PWY-7222-1,PWY0-662,7.510808803778136e-07,9.93493228012981e-10
2452,PWY-7222-1,PWY-5084,5.632059188217776e-07,4.3457246822668025e-10
2453,PWY-7222-1,PWY-7176,8.865548068739018e-07,8.795186576129978e-10
2454,PWY-7222-1,PWY-6125,1.3799653119125058e-06,6.182640286346353e-10
2455,PWY-7222-1,PWY3O-4108,7.9876084973535e-06,1.2058587707357336e-09
2456,PWY-7222-1,PWY3O-981,2.4851704734752497e-06,1.6436312655259586e-09
2457,PWY-7222-1,PWY3O-31704,2.0296196036869302e-06,1.1275664464927389e-09
2458,PWY-7222-1,PWY3O-2220,4.747813546253918e-07,1.4653745513129375e-09
2459,PWY-7222-1,PWY-2201,4.297136878833987e-06,8.712767394229495e-10
2460,PWY-7222-1,PWY3O-4120,4.3999724632205965e-07,3.7036805245964614e-10
2461,PWY-7222-1,PWY-6614,1.7451327332898297e-07,4.0396591048375686e-10
2462,PWY-7222-1,PWY3O-1,4.933419556291123e-07,1.3703943211919783e-09
2463,PWY-7222-1,PWY3O-214,9.366146081168903e-06,1.2879738835490792e-09
2464,PWY-7222-1,PWY3O-50,6.569218865946181e-07,1.1404893864489898e-09
2465,PWY-7222-1,PWY3O-20,2.361399560076293e-06,1.111770037700703e-09
2466,PWY-7222-1,PWY3O-4115,9.540807261726238e-06,1.2927923118870242e-09
2467,PWY-7222-1,PWY3O-440,1.5313255301229972e-06,3.0383443057995976e-09
2468,PWY-7222-1,PWY3O-259,2.7940600173969935e-07,5.543769875787686e-10
2469,PWY-7222-1,PWY3O-697,3.2802491475637843e-06,8.20883170061007e-10
2470,PWY-7222-1,PWY-5760-1,4.820592657923605e-07,7.047650084683634e-10
2471,PWY-7222-1,PWY-5041,5.757340699841546e-07,1.0661742036743604e-09
2472,PWY-7222-1,PWY3O-4300,2.2103404163019464e-06,1.6157459183493761e-09
2473,PWY-7222-1,PWY3O-1565,1.4734787874445354e-06,9.09554807064528e-10
2474,PWY-7222-1,PWY3O-15,8.094524671984547e-07,2.498310083945848e-09
2475,PWY-821-1,PWY-6075-1,1.8549163432940658e-06,1.346093137368698e-09
2476,PWY-821-1,PWY3O-4031,5.667651059686522e-06,1.1256506573359527e-09
2477,PWY-821-1,PWY-6482-1,1.6374436810344354e-06,9.086812880324281e-10
2478,PWY-821-1,PWY3O-954,1.0152197408863673e-06,1.473468419283552e-09
2479,PWY-821-1,PWY-5653,9.794774000702513e-07,1.0871003330413443e-09
2480,PWY-821-1,PWY-7219,1.5639052319455441e-06,1.8442278678603114e-09
2481,PWY-821-1,PWY-7221,2.690007511315146e-06,1.2084490167633182e-09
2482,PWY-821-1,PWY3O-285,9.950802773052917e-06,1.4900872676030124e-09
2483,PWY-821-1,PWY0-662,1.518292183386805e-06,1.3641439203834726e-09
2484,PWY-821-1,PWY-5084,1.0447122759364886e-06,5.475431215600045e-10
2485,PWY-821-1,PWY-7176,1.383675667474986e-06,9.323960023416345e-10
2486,PWY-821-1,PWY-6125,3.864414727044743e-06,1.1760239583215896e-09
2487,PWY-821-1,PWY3O-4108,1.2295478177592847e-05,1.2608160559467646e-09
2488,PWY-821-1,PWY3O-981,3.1808709646315592e-06,1.4289626974984543e-09
2489,PWY-821-1,PWY3O-31704,3.4317232528130154e-06,1.2949899067218926e-09
2490,PWY-821-1,PWY3O-2220,5.665226582452987e-07,1.1876785288161398e-09
2491,PWY-821-1,PWY-2201,7.776857477983415e-06,1.0710449632259215e-09
2492,PWY-821-1,PWY3O-4120,1.139728680303953e-06,6.516459006883665e-10
2493,PWY-821-1,PWY-6614,7.269544066768609e-07,1.1430100733912907e-09
2494,PWY-821-1,PWY3O-1,8.042062655098432e-07,1.517370312282723e-09
2495,PWY-821-1,PWY3O-214,1.3111134162738214e-05,1.224652920113788e-09
2496,PWY-821-1,PWY3O-50,1.3183841874428907e-06,1.5546983342486919e-09
2497,PWY-821-1,PWY3O-20,4.170463542714721e-06,1.3336947690165399e-09
2498,PWY-821-1,PWY3O-4115,1.3207590919153438e-05,1.2156089203086462e-09
2499,PWY-821-1,PWY3O-440,1.627045753675047e-06,2.192784034602489e-09
2500,PWY-821-1,PWY3O-259,5.278425001375362e-07,7.113780325303723e-10
2501,PWY-821-1,PWY3O-697,6.159192405579178e-06,1.0469475447185414e-09
2502,PWY-821-1,PWY-5760-1,6.322032410146386e-07,6.278085809480026e-10
2503,PWY-821-1,PWY-5041,8.934571894441192e-07,1.1238455213133576e-09
2504,PWY-821-1,PWY3O-4300,3.3984655226728205e-06,1.6874208156270213e-09
2505,PWY-821-1,PWY3O-1565,3.6144716347935387e-06,1.5155017336660538e-09
2506,PWY-821-1,PWY3O-15,1.031451087252114e-06,2.1623712521008678e-09
2507,PWY-6075-1,PWY3O-4031,2.82224081538053e-06,1.1426076175629677e-09
2508,PWY-6075-1,PWY-6482-1,5.871300360233242e-07,6.641742488951632e-10
2509,PWY-6075-1,PWY3O-954,4.400193382357127e-07,1.3018323616441205e-09
2510,PWY-6075-1,PWY-5653,4.356774797221262e-07,9.856956554799236e-10
2511,PWY-6075-1,PWY-7219,3.128386686155035e-07,7.520160303257296e-10
2512,PWY-6075-1,PWY-7221,8.868403389191814e-07,8.121248524900929e-10
2513,PWY-6075-1,PWY3O-285,3.815368642613806e-06,1.164642442800307e-09
2514,PWY-6075-1,PWY0-662,3.9189524336244144e-07,7.177568559751674e-10
2515,PWY-6075-1,PWY-5084,8.372249550359484e-07,8.944711058076371e-10
2516,PWY-6075-1,PWY-7176,1.1935877477296537e-06,1.639543609518755e-09
2517,PWY-6075-1,PWY-6125,1.7609617081959992e-06,1.0924080075657563e-09
2518,PWY-6075-1,PWY3O-4108,5.851116970733529e-06,1.2230595674610221e-09
2519,PWY-6075-1,PWY3O-981,1.1107572565073753e-06,1.0171769748236038e-09
2520,PWY-6075-1,PWY3O-31704,1.2230701021744049e-06,9.40823155518773e-10
2521,PWY-6075-1,PWY3O-2220,5.195849093158038e-07,2.220448330409418e-09
2522,PWY-6075-1,PWY-2201,2.689207994440082e-06,7.549713628411234e-10
2523,PWY-6075-1,PWY3O-4120,5.861664756603966e-07,6.831777105599027e-10
2524,PWY-6075-1,PWY-6614,6.292144188900881e-07,2.0167128810579745e-09
2525,PWY-6075-1,PWY3O-1,8.195537317173589e-07,3.1521297373744572e-09
2526,PWY-6075-1,PWY3O-214,6.1519926814614514e-06,1.171361896698677e-09
2527,PWY-6075-1,PWY3O-50,4.527671189912738e-07,1.0883824975751774e-09
2528,PWY-6075-1,PWY3O-20,9.944128911137906e-07,6.482482992919104e-10
2529,PWY-6075-1,PWY3O-4115,6.2186482268717336e-06,1.1667257461297812e-09
2530,PWY-6075-1,PWY3O-440,4.4876692159390744e-07,1.2328761582250204e-09
2531,PWY-6075-1,PWY3O-259,1.7639855176676715e-07,4.84611405952657e-10
2532,PWY-6075-1,PWY3O-697,2.2158232831300614e-06,7.677835353881017e-10
2533,PWY-6075-1,PWY-5760-1,4.194818333458773e-07,8.491535087973224e-10
2534,PWY-6075-1,PWY-5041,3.1698726530381453e-07,8.127878597533705e-10
2535,PWY-6075-1,PWY3O-4300,8.801453692157039e-07,8.908353939430202e-10
2536,PWY-6075-1,PWY3O-1565,1.3028078612266555e-06,1.113510992501415e-09
2537,PWY-6075-1,PWY3O-15,4.910354037411137e-07,2.098441896329546e-09
2538,PWY3O-4031,PWY-6482-1,2.6757682379375157e-06,8.284112191757016e-10
2539,PWY3O-4031,PWY3O-954,1.6945753379917022e-06,1.3721257797503663e-09
2540,PWY3O-4031,PWY-5653,1.338180306714325e-06,8.285946171605728e-10
2541,PWY3O-4031,PWY-7219,2.6994507693736302e-06,1.7759544535352831e-09
2542,PWY3O-4031,PWY-7221,3.4192230983154062e-06,8.569481449412044e-10
2543,PWY3O-4031,PWY3O-285,1.1106472516728163e-05,9.278590239538984e-10
2544,PWY3O-4031,PWY0-662,2.0165709181719804e-06,1.0108124903117698e-09
2545,PWY3O-4031,PWY-5084,2.613321762011443e-06,7.641291701787846e-10
2546,PWY3O-4031,PWY-7176,1.1187529003529354e-06,4.205837971251636e-10
2547,PWY3O-4031,PWY-6125,4.904127375554684e-06,8.326192488208293e-10
2548,PWY3O-4031,PWY3O-4108,9.529806778270346e-06,5.451834541344592e-10
2549,PWY3O-4031,PWY3O-981,3.3038450759835503e-06,8.280313473642983e-10
2550,PWY3O-4031,PWY3O-31704,4.477071341490218e-06,9.42541335050572e-10
2551,PWY3O-4031,PWY3O-2220,5.349268779964196e-07,6.256454713408417e-10
2552,PWY3O-4031,PWY-2201,9.8672229892754e-06,7.581423733596158e-10
2553,PWY3O-4031,PWY3O-4120,1.3437470617306895e-06,4.286274519077159e-10
2554,PWY3O-4031,PWY-6614,4.507226837562039e-07,3.9537077522474026e-10
2555,PWY3O-4031,PWY3O-1,6.136095191081142e-07,6.459047569559097e-10
2556,PWY3O-4031,PWY3O-214,1.088608059981401e-05,5.67278822293591e-10
2557,PWY3O-4031,PWY3O-50,5.438206276994478e-06,3.577767287496367e-09
2558,PWY3O-4031,PWY3O-20,5.055492616197158e-06,9.019612160922673e-10
2559,PWY3O-4031,PWY3O-4115,1.1031415121318054e-05,5.664398008378976e-10
2560,PWY3O-4031,PWY3O-440,1.6319709948116907e-06,1.2270458607606699e-09
2561,PWY3O-4031,PWY3O-259,8.865079760891993e-07,6.66547350443007e-10
2562,PWY3O-4031,PWY3O-697,8.039352034983296e-06,7.623852095764149e-10
2563,PWY3O-4031,PWY-5760-1,1.8325537612795346e-06,1.0152652417061134e-09
2564,PWY3O-4031,PWY-5041,1.9723470471513413e-06,1.3841031909833975e-09
2565,PWY3O-4031,PWY3O-4300,5.126134615187557e-06,1.4199818878635892e-09
2566,PWY3O-4031,PWY3O-1565,2.334682122308653e-06,5.461244730546556e-10
2567,PWY3O-4031,PWY3O-15,1.470552881461172e-06,1.719944890597862e-09
2568,PWY-6482-1,PWY3O-954,5.793500852702051e-07,1.3107467992538577e-09
2569,PWY-6482-1,PWY-5653,1.4234913363703767e-06,2.462787779187503e-09
2570,PWY-6482-1,PWY-7219,4.162558370515549e-07,7.651761710506525e-10
2571,PWY-6482-1,PWY-7221,1.0447060318318616e-06,7.315868570251132e-10
2572,PWY-6482-1,PWY3O-285,4.050419273846836e-06,9.454760209726506e-10
2573,PWY-6482-1,PWY0-662,7.599731640736686e-07,1.0643881849771268e-09
2574,PWY-6482-1,PWY-5084,1.137165407483872e-06,9.290567054606799e-10
2575,PWY-6482-1,PWY-7176,4.852218369152273e-07,5.096868034823816e-10
2576,PWY-6482-1,PWY-6125,1.8855439479722495e-06,8.94470563554198e-10
2577,PWY-6482-1,PWY3O-4108,5.993059043045449e-06,9.579697958832241e-10
2578,PWY-6482-1,PWY3O-981,1.7296830877397495e-06,1.2112626664844184e-09
2579,PWY-6482-1,PWY3O-31704,1.1726351116881772e-06,6.897853598165749e-10
2580,PWY-6482-1,PWY3O-2220,4.768331538316794e-07,1.5582782804956842e-09
2581,PWY-6482-1,PWY-2201,3.50450860858733e-06,7.523633766825526e-10
2582,PWY-6482-1,PWY3O-4120,1.231597377232391e-06,1.097680371864876e-09
2583,PWY-6482-1,PWY-6614,3.1020928973121955e-07,7.603168865961264e-10
2584,PWY-6482-1,PWY3O-1,5.700128412489749e-07,1.676508356614632e-09
2585,PWY-6482-1,PWY3O-214,6.199629770109169e-06,9.026834260496752e-10
2586,PWY-6482-1,PWY3O-50,1.3730715489215017e-06,2.52402858257629e-09
2587,PWY-6482-1,PWY3O-20,1.4867206329787067e-06,7.411369057720373e-10
2588,PWY-6482-1,PWY3O-4115,6.310711305492038e-06,9.054105172872364e-10
2589,PWY-6482-1,PWY3O-440,1.0111219793542043e-06,2.1242058389794206e-09
2590,PWY-6482-1,PWY3O-259,7.636873203954866e-07,1.6043851268812744e-09
2591,PWY-6482-1,PWY3O-697,2.898676257533534e-06,7.680647211270625e-10
2592,PWY-6482-1,PWY-5760-1,1.3274393777923426e-07,2.054859717944803e-10
2593,PWY-6482-1,PWY-5041,3.6263988248209194e-07,7.110585931021411e-10
2594,PWY-6482-1,PWY3O-4300,1.0893965818026657e-06,8.431862088255927e-10
2595,PWY-6482-1,PWY3O-1565,2.375342917191166e-06,1.5525117105824615e-09
2596,PWY-6482-1,PWY3O-15,5.796730819432468e-07,1.894356476938715e-09
2597,PWY3O-954,PWY-5653,1.551443152912019e-07,7.020104764307778e-10
2598,PWY3O-954,PWY-7219,3.5961695532955157e-07,1.7289276698536133e-09
2599,PWY3O-954,PWY-7221,3.5360938010066243e-07,6.476362272905906e-10
2600,PWY3O-954,PWY3O-285,2.420912664241731e-06,1.4779686594882362e-09
2601,PWY3O-954,PWY0-662,3.5334339481769325e-07,1.2942981495153598e-09
2602,PWY3O-954,PWY-5084,3.3449712602728816e-07,7.147374487762568e-10
2603,PWY3O-954,PWY-7176,2.6671411250762004e-07,7.327310783176375e-10
2604,PWY3O-954,PWY-6125,6.175688922779465e-07,7.662145065483207e-10
2605,PWY3O-954,PWY3O-4108,2.1383845762531867e-06,8.9397348505568e-10
2606,PWY3O-954,PWY3O-981,9.767992221508933e-07,1.7890095643789253e-09
2607,PWY3O-954,PWY3O-31704,6.367174571771407e-07,9.795653187340627e-10
2608,PWY3O-954,PWY3O-2220,1.3223961604071352e-07,1.1302531285531068e-09
2609,PWY3O-954,PWY-2201,1.6706448070087727e-06,9.380375109538307e-10
2610,PWY3O-954,PWY3O-4120,1.389399135943347e-07,3.2386926245765664e-10
2611,PWY3O-954,PWY-6614,2.48707709724896e-07,1.594280190544205e-09
2612,PWY3O-954,PWY3O-1,2.3427407162307512e-07,1.8021082432544242e-09
2613,PWY3O-954,PWY3O-214,2.2193127874267127e-06,8.451305359583826e-10
2614,PWY3O-954,PWY3O-50,3.651881558769275e-07,1.7557122878698439e-09
2615,PWY3O-954,PWY3O-20,1.0265290360384861e-06,1.3383690169993301e-09
2616,PWY3O-954,PWY3O-4115,2.255701800295937e-06,8.46417185852134e-10
2617,PWY3O-954,PWY3O-440,5.326759122137419e-07,2.926790726449131e-09
2618,PWY3O-954,PWY3O-259,1.2011188505521767e-07,6.599554123913058e-10
2619,PWY3O-954,PWY3O-697,1.5902159884640004e-06,1.1020207820263343e-09
2620,PWY3O-954,PWY-5760-1,2.939731584809489e-07,1.190174730692101e-09
2621,PWY3O-954,PWY-5041,1.48618513313624e-07,7.621462221211488e-10
2622,PWY3O-954,PWY3O-4300,1.5257534811918405e-06,3.0885697999834826e-09
2623,PWY3O-954,PWY3O-1565,1.002398286483278e-06,1.71350134441586e-09
2624,PWY3O-954,PWY3O-15,1.0766547567012462e-07,9.202177407702958e-10
2625,PWY-5653,PWY-7219,3.112791356142109e-07,1.1444085868169518e-09
2626,PWY-5653,PWY-7221,3.582308998437653e-07,5.017239493610158e-10
2627,PWY-5653,PWY3O-285,1.7943068558009718e-06,8.376782706820597e-10
2628,PWY-5653,PWY0-662,4.2711233281216347e-07,1.1963930891097015e-09
2629,PWY-5653,PWY-5084,2.9374409486012195e-07,4.799740112093496e-10
2630,PWY-5653,PWY-7176,1.3717072799312074e-07,2.8817379830487554e-10
2631,PWY-5653,PWY-6125,6.704337896539068e-07,6.36085189424959e-10
2632,PWY-5653,PWY3O-4108,1.0276617301919622e-06,3.285363587570212e-10
2633,PWY-5653,PWY3O-981,3.941855741525502e-07,5.520806360679975e-10
2634,PWY-5653,PWY3O-31704,6.749699959240083e-07,7.940823481458921e-10
2635,PWY-5653,PWY3O-2220,1.4249901929636637e-07,9.31366139191937e-10
2636,PWY-5653,PWY-2201,1.34365244997145e-06,5.769224774458781e-10
2637,PWY-5653,PWY3O-4120,2.01498613726937e-07,3.591775645756453e-10
2638,PWY-5653,PWY-6614,1.6827982440228278e-07,8.249011000111902e-10
2639,PWY-5653,PWY3O-1,1.6716011052065363e-07,9.832947677685508e-10
2640,PWY-5653,PWY3O-214,1.224687053789985e-06,3.56635717469419e-10
2641,PWY-5653,PWY3O-50,1.858584890503826e-07,6.83303268567583e-10
2642,PWY-5653,PWY3O-20,6.227452550137191e-07,6.208826071921426e-10
2643,PWY-5653,PWY3O-4115,1.2387502705654152e-06,3.5545201450944476e-10
2644,PWY-5653,PWY3O-440,1.1720192868693407e-07,4.924450785165296e-10
2645,PWY-5653,PWY3O-259,1.486773232773119e-07,6.246946356189575e-10
2646,PWY-5653,PWY3O-697,1.094421525001234e-06,5.799796104934997e-10
2647,PWY-5653,PWY-5760-1,1.2622681476773438e-07,3.907950921601684e-10
2648,PWY-5653,PWY-5041,1.9925825274151976e-07,7.814049127118421e-10
2649,PWY-5653,PWY3O-4300,5.432349985561388e-07,8.409210503964998e-10
2650,PWY-5653,PWY3O-1565,3.6897924363999223e-07,4.823258086797284e-10
2651,PWY-5653,PWY3O-15,1.3408060884513782e-07,8.763438486610316e-10
