,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
MTC1,3.2726091386579634e-08,1.6606172554593116e-09,3.6646296836220004e-09,1.0937466608408724e-09,2.02690982567125e-09,6.689236409677582e-11,1.8778720473774583e-09,4.399829343233391e-10,1.3713163493982394e-09
ALB1,3.303451824649617e-08,1.764901869109126e-09,4.74343632382028e-09,9.568530937802902e-10,2.7412548999701774e-09,2.8094273089194948e-11,2.125478792502282e-09,2.2440226562113597e-10,2.166703775324811e-09
RPE1,3.1036146008807006e-08,1.5806563939616035e-09,5.209625948114117e-09,5.486921218854106e-10,2.905475311201164e-09,1.0952298792073487e-10,2.5250141051000576e-09,4.878942033394065e-11,1.991451546996959e-09
YJL118W,3.889780531084532e-08,3.1403309440481174e-09,4.8387687531530366e-09,1.2001063162928514e-10,7.987459063034342e-10,3.6285924184933097e-11,1.0314617486082934e-09,7.559424701073269e-10,1.0634319248615764e-09
PHO86,3.848830217560954e-08,1.7422850829189694e-09,6.512554210715877e-09,3.8828076445901885e-11,1.6471960933745962e-09,2.565318973629736e-11,9.287721435988917e-10,6.721509875090077e-10,1.0322346817815773e-09
NCA3,3.932096661696809e-08,1.0873056212010546e-09,5.596489890482117e-09,2.390788923578819e-10,1.8251821626876554e-09,4.8112046207614244e-11,8.811049130874179e-10,3.6543339787346097e-10,1.1651281684117791e-09
ASF1,3.991351376809328e-08,1.0740528749269168e-09,5.791536015769057e-09,3.782402434108384e-10,9.246168479841034e-10,1.0745487570831467e-10,6.587983881165606e-10,5.238907709055693e-10,1.1744803325288622e-09
MDV1,4.203256843333747e-08,2.4030456741148987e-09,5.341593179008663e-09,4.4140322387898146e-10,3.453357794690011e-10,5.609439493667983e-11,4.5135829046085614e-10,1.2027683055683657e-09,1.1605385636545348e-09
CCT7,3.883726747219047e-08,4.344094610837451e-09,3.876033055750009e-09,1.569341054243376e-10,2.2389401782465164e-10,8.418839042145972e-10,6.595105741648271e-10,5.287588589013505e-10,5.662015258956155e-10
GZF3,3.825234361859798e-08,5.6079194053952645e-09,5.02267609816806e-09,9.658208638370183e-11,7.961642862414441e-10,7.820964138814625e-10,5.119616465631682e-10,3.604110163899186e-10,6.878511878570525e-10
UTP10,4.5186381650035336e-08,8.376917535678271e-09,4.27540908201233e-09,3.9631046444950325e-11,2.174513395472719e-09,3.5290389808386656e-10,2.1147539489367843e-10,8.640704676470902e-10,9.000008640400135e-10
PRM10,4.454792817340692e-08,8.225864500267148e-09,4.374220432190908e-09,5.651511501847323e-11,2.5534645609256855e-09,4.099610380372838e-10,1.314033888924658e-10,9.46560872919035e-10,9.613859376226736e-10
YJL107C,4.513296514483686e-08,6.816353222901987e-09,5.583183132059727e-09,6.706321589066511e-11,3.662573959510561e-09,1.492833906352815e-10,3.4483647531455557e-10,7.31402851415429e-10,9.69882471730023e-10
IME2,4.524440035445029e-08,6.7880446760967165e-09,6.433918547598458e-09,3.695920607026637e-11,4.659880829726529e-09,6.926476198269e-11,2.456517860991728e-10,7.427044133137234e-10,9.597185983733903e-10
SET4,4.446565361110856e-08,6.6881259127151545e-09,6.505731297231811e-09,1.9612437820003998e-10,5.245190980733896e-09,2.887890848792571e-10,4.1010027823977374e-10,6.489571748217077e-10,1.126853985576697e-09
PAM16,4.276790022747382e-08,7.00088841101086e-09,8.044880756133749e-09,3.8308036125384506e-10,5.824909717036336e-09,3.4086999834453173e-10,5.671255749049099e-10,6.114930242756591e-10,9.885969636600339e-10
GSM1,4.1989641022011483e-08,7.178451500410329e-09,8.410473228002369e-09,3.1070786343396296e-10,5.648777702944644e-09,5.647412747706136e-10,6.813500936431187e-10,6.586949326955283e-10,1.0386200574577852e-09
MEF2,3.948899023674042e-08,6.218516766168962e-09,6.4158481555146756e-09,3.2495451745590886e-10,5.175538389532281e-09,4.771666233311713e-10,6.01150695747348e-10,8.727909868556897e-10,3.085036600055875e-10
CHS6,1.0165219930222823e-08,2.717885512239471e-09,4.679374043512437e-09,1.7427023588463688e-09,1.6359422151896982e-09,1.0253967786455492e-09,8.917385250970542e-10,9.175358963102647e-10,1.0119624250908023e-09
PHS1,6.288521759833448e-09,3.207877240717271e-09,3.235875860286352e-09,3.660485487069327e-10,3.224669855118355e-10,4.1085447256796824e-10,5.977686668290128e-10,1.2635019416050234e-09,3.947074521329358e-09
BCK1,3.530843724517909e-09,3.1730062433710586e-09,3.2908049533230337e-09,2.638438209090367e-10,1.8059712648652152e-11,3.1671340564823384e-10,2.2094641978205147e-11,2.6908198017649184e-09,2.826956283601008e-09
KHA1,2.8237375107161356e-09,2.6011813343566786e-09,2.4901394014505076e-09,2.69655868420969e-10,6.159999747380649e-11,6.167576875023281e-10,3.146086760885052e-11,2.96928702751696e-09,2.6602383140721738e-09
TOK1,1.032022614242074e-09,3.789890632951133e-09,7.427266121191717e-10,4.20331302350971e-10,3.429528468064785e-11,6.272480707835041e-10,5.363278120127625e-10,1.7266198008497952e-09,5.449774823383306e-10
SRS2,7.70166640486192e-10,3.714238433248323e-09,7.852246187511685e-10,1.1316744801261065e-10,5.373963060934097e-12,7.219260510901965e-10,4.517426764872736e-10,1.6878340804691422e-09,1.4607664150465474e-10
DPB11,2.561356466935893e-10,3.3812129549344933e-09,4.0073195792065133e-10,6.599231670582438e-11,5.1841413324699205e-12,6.284540718941853e-10,7.944715897435999e-10,2.938228757780108e-09,2.847250202082204e-10
SIP4,7.184792563183698e-10,2.443099712016076e-09,6.382709327182381e-10,1.4344570177096066e-10,1.6966084897224873e-11,6.797385179527633e-10,3.037789245661079e-10,2.8937877641403576e-09,1.4286220525127612e-12
TRL1,4.296257222566505e-10,1.6478341486764367e-09,5.639305855325803e-10,1.777219751431863e-10,4.470715637632752e-10,3.552722556729479e-10,6.902028900228809e-10,2.250665932035231e-09,1.8484396919005913e-10
EXO70,5.956575433263702e-10,7.113279870342977e-10,6.718949134206882e-10,1.392425345634133e-10,8.072806471386916e-10,4.145428210551732e-10,1.2464631608225776e-09,2.366655636952114e-09,8.736024858260587e-12
ALY2,3.881505855227427e-10,3.1380225321796775e-10,6.146005189392361e-10,1.2742381499782518e-10,9.599412991158609e-10,6.675121293600422e-10,1.1629853570174367e-09,1.4405465397418601e-09,3.6043919642930564e-11
TAX4,9.120977341817482e-11,9.848490578739286e-11,1.2494821002976757e-10,2.6683967613513042e-09,1.1329630734598961e-09,1.0084100536706932e-09,1.497459093103887e-09,1.1797517482798474e-09,1.237792681896385e-10
IML2,1.390510295995506e-10,1.5473260842859634e-10,2.7302445661400205e-10,2.3952569519103266e-09,1.4077080073395625e-09,1.3715370470123387e-09,1.1090505458877826e-09,1.5981450681181158e-09,1.0638526315295638e-10
ARP4,7.243227315888502e-11,1.0723552052688451e-10,3.2039630833534674e-10,2.66330115626763e-09,1.1035306075163909e-09,1.6314450741647588e-09,1.0789667509711988e-09,1.4773553668411956e-09,3.1144653267036797e-12
SCP160,1.8020027759964383e-11,1.7564854475118753e-10,6.126301065574055e-10,2.5589883052409832e-09,1.6484863942069926e-09,2.271707352146359e-09,1.3980064560110555e-09,1.083450114597031e-09,2.5036324013475e-10
PRY1,7.568073175597479e-12,2.0289164398788157e-10,5.0300665813789094e-11,2.3193925300147206e-09,2.985866921047282e-09,7.005259237117319e-10,3.112797931116411e-09,4.560589416482716e-10,1.46884899383861e-09
PRY3,3.717110685774918e-11,2.649017756833589e-10,8.833674181840279e-10,2.8676553245384445e-09,5.820350125538639e-09,5.343236264346924e-10,9.462221321283182e-10,2.405516798682167e-10,2.38023590466176e-09
YJL077W-B,5.269096805190408e-11,2.250710863551243e-09,1.3135433942453436e-09,4.137055369621318e-09,6.104920669200099e-09,1.4644015284334302e-09,1.1809458396140497e-09,4.715626360499361e-11,1.965296758766745e-09
ICS3,2.6189862078236517e-12,1.7957154710234676e-09,1.4319266389636984e-09,4.872436316151326e-09,6.560901028564226e-09,2.3382503339965987e-09,1.1080961141343368e-09,1.1511341726325018e-12,1.7214877417755379e-09
NET1,2.4743499285833433e-10,2.8244759887588373e-09,1.6591990948723768e-09,6.264544616221644e-09,7.511976212179955e-09,2.210416808548168e-09,1.0707171428348557e-10,5.4005640191814343e-11,1.1912542984398721e-10
APQ13,2.4466894453573273e-10,2.077650672066656e-09,1.0776720865335148e-09,6.064862343690414e-09,7.201874770610926e-09,2.247797069256332e-09,1.0498398003994376e-10,1.779470730117044e-10,5.945045201742257e-12
SMC3,9.866540156719473e-11,2.0420515796399576e-09,1.1472125314339496e-09,6.645836970783092e-09,4.373141958518538e-09,1.9377265835954958e-09,2.7205268516180974e-10,7.661426501656921e-10,2.3184607107821e-10
JEM1,3.015179155101846e-10,1.7107337766792775e-09,2.9184557141826164e-10,9.664845532904593e-09,2.3411885698242443e-09,3.099909496813824e-09,5.465909580548617e-11,8.14813234632831e-10,1.489590143533972e-10
PSF2,5.831766911504947e-11,2.211050992257358e-09,2.2364439838175125e-10,1.0463665790619932e-08,2.683594496305339e-09,3.9228931385804735e-09,2.3338213287940584e-10,1.7516811902957953e-09,7.072457354252765e-12
ARG2,3.786161586187298e-11,2.3593034825085064e-09,4.070299075505035e-11,8.936245529405116e-09,2.81848044759417e-09,3.6172001953976952e-09,2.9250162408732404e-10,2.223095447557395e-09,2.2825094538692322e-11
YJL070C,5.857878739259592e-11,1.4256871281198562e-09,5.1315420903909876e-11,7.684031068884248e-09,2.5625771453805602e-09,4.472155651269649e-09,5.654204295533926e-10,2.6735483951138384e-09,4.255860898601912e-11
UTP18,2.7061479064325483e-10,1.043348206316383e-09,6.226000356567556e-11,1.314473811264348e-08,2.1912874628408803e-09,2.60946118973143e-09,7.018323758186862e-11,1.8929670483580322e-09,1.8674944413282604e-11
DLS1,6.261552003980428e-11,6.249969837358113e-10,7.542250859075305e-10,2.3428621482292493e-08,1.6139140481512504e-09,2.9424876443599285e-09,2.8565857376705958e-11,2.071567873980856e-09,2.6465700725730317e-13
MRPL8,3.77970318180567e-11,2.601184970287168e-10,1.761999079042549e-09,2.071232624525059e-08,7.721482263902975e-10,3.4497162285084353e-09,5.987603426304375e-10,1.7855123228843457e-09,2.242359525740989e-12
LAS21,3.7724803206715204e-10,2.8903605966599687e-10,3.769373517030217e-09,1.2401213153141725e-08,8.652376316335818e-10,4.106482446105756e-09,1.4129872168131406e-09,1.1482291209829512e-09,1.1055741740418186e-09
NUP82,1.5744053236240344e-10,4.03810707311998e-10,3.4128096730709906e-09,1.2684653461077373e-08,5.779734105524134e-10,3.132009825351115e-09,1.6566678538961784e-09,1.016769933182233e-09,1.3085335340788742e-09
BNA3,2.354852295605029e-10,1.531810243288389e-09,2.8614098414145132e-09,1.2131306317143683e-08,6.361759297699074e-10,2.6670286302846216e-09,2.937915219374246e-09,1.6004856983706138e-09,2.5504565690982827e-09
YHC3,8.039704480471343e-11,1.4123910689767918e-09,5.007654657515724e-09,1.449512330236433e-08,8.771388064436475e-10,3.1468735091914442e-09,2.830123265976753e-09,1.982560249311587e-09,1.8899388926869494e-09
BIT61,1.9380987151085954e-11,2.4278248999971168e-09,7.038234286095174e-09,1.347176972070026e-08,6.973367711297598e-10,1.464002957249782e-09,2.5817788112732e-09,1.95351981870339e-09,3.1118707292193157e-09
IKS1,5.510469171171065e-11,2.7393087378763493e-09,6.1880845870465595e-09,1.3789139796489098e-08,8.130361534065634e-10,1.6723871484902959e-09,2.475536363001428e-09,1.4133754230915236e-09,3.1888418922296375e-09
ZAP1,3.661859390775018e-11,1.9284358308952756e-09,4.239038081483513e-09,1.1021971731631542e-08,9.647906479528466e-10,1.8381945090728414e-09,3.072021733673222e-09,6.649881769001247e-10,2.3490929358017375e-09
LOG1,5.6504513903433986e-11,1.3633618256372239e-09,3.7241100529448663e-09,9.016860370233567e-09,5.857834607837658e-10,2.429453004409942e-09,4.209321454192245e-09,2.8520521868417283e-10,2.0314687494594886e-09
TIM54,1.850859432046939e-10,1.6678052976594174e-09,3.654568972733997e-09,9.118296367009095e-09,4.4855444266401907e-10,3.13139961746134e-09,4.44487218100059e-09,1.8744251852735855e-10,2.70117699766809e-09
PEP8,7.173173947305085e-10,2.166490997642634e-09,2.4974550239151032e-09,8.534484434825873e-09,1.8803069088284715e-10,3.774403887533428e-09,3.752139481746881e-09,2.0997834394387175e-11,3.5601364883253815e-09
YJL052C-A,6.420070558171018e-10,1.686184822399188e-09,2.3162584931400216e-09,8.226263402241054e-09,3.839027102574112e-10,3.2738066794970527e-09,3.5224874219295017e-09,2.000888954919034e-11,2.724633294237298e-09
TDH1,4.1298731233877873e-10,9.564527248094302e-10,6.422807091895069e-10,8.249498937230718e-09,1.1727436652208817e-09,3.6735658711481054e-09,6.570744599337645e-09,2.9361661247129396e-11,3.5433904529713124e-09
IRC8,1.4357394074695604e-10,1.290159541413418e-09,1.1243201302337561e-09,7.891197978747367e-09,1.345772288961604e-09,1.973345040187083e-09,5.9491614157751435e-09,1.2120180927993595e-10,3.1441451201824172e-09
MTR4,1.0370598266608328e-10,1.1839343522805163e-09,2.100228455501995e-09,7.4211330544935505e-09,1.1563817356235884e-09,1.1904099848812182e-09,6.148377752106642e-09,2.541311345434062e-10,2.906439605416062e-09
CHM7,2.7712495969151107e-11,9.217695838718327e-10,2.7586419211990936e-09,8.059776003499687e-09,1.406510018742367e-09,7.228999485381693e-10,5.207165854087429e-09,3.667213126264738e-10,3.4414802601613303e-09
UBX6,1.37300601763731e-10,1.4995001529834859e-09,2.066584729351227e-09,7.852469467526953e-09,2.844960272860418e-10,1.0361450627406954e-09,5.639972572771946e-09,6.050787126526404e-10,4.741088408023194e-09
YJL047C-A,1.2697166841995958e-10,1.3070336875025133e-09,2.360821994994147e-09,8.157646499106116e-09,2.186856483967738e-10,1.0122546854478966e-09,5.647635401316174e-09,8.474353584723659e-10,5.128312045892058e-09
RTT101,1.589121269382528e-10,8.276294856153978e-10,3.901125073389903e-09,7.38516045100753e-09,6.311623721510062e-10,4.986996563132289e-10,3.717359366503211e-09,6.99457360773547e-10,3.151588229234548e-09
AIM22,5.045173970302089e-10,3.8918842400664236e-10,4.312930487630728e-09,7.407829831220781e-09,1.1174047930736662e-09,2.484944373541764e-10,3.5839114257229053e-09,6.418327659741252e-10,3.159239943951247e-09
SDH9,3.14817033842681e-10,9.483587193483195e-10,6.780194287752397e-09,7.505160943272324e-09,1.2924161157570834e-09,2.5304514438838974e-10,4.7924124029056886e-09,4.213794981868618e-10,3.900868624305527e-09
GYP6,6.693718711687734e-10,1.4894456644964487e-09,6.825166445502494e-09,6.0908585694078634e-09,3.2678229455159027e-10,3.0718257756711844e-10,5.079160711135618e-09,5.755700065343201e-10,6.553383433342292e-09
YJL043W,1.8117871927688724e-09,1.0942354774680376e-09,6.881673248454938e-09,4.510100794178555e-09,1.8219861356008903e-10,3.986302638502395e-10,3.6843895042916386e-09,1.7981197631995201e-10,7.723369917815346e-09
MHP1,2.0085699475709657e-09,3.495864751054135e-09,7.303935096672346e-09,5.383121708432914e-09,2.035982869563053e-10,1.4148282848774163e-09,5.511046305903696e-09,5.00500077469276e-11,9.894451541598924e-09
NSP1,1.1359640491395691e-09,3.89845436646062e-09,6.986176357660697e-09,4.095781304608697e-09,1.01416593821099e-11,2.516674481444409e-09,5.024444149285369e-09,1.8604607949246437e-11,5.8288332424980825e-09
NUP192,1.215562238783153e-09,2.5595370586111838e-09,6.255771576415238e-09,4.414562280397371e-09,2.0711237129953472e-10,1.8214503713149299e-09,4.276507322418633e-09,2.414304591582425e-11,4.938179931950284e-09
LOH1,4.850889371246343e-10,2.6237149125661533e-09,6.951425355986286e-09,4.982222361959661e-09,2.7756069411820894e-10,2.15080747880901e-09,6.119749663570278e-09,2.7315341524857403e-11,3.844623607581725e-09
IRC18,3.2290412208376044e-10,2.689838899335713e-09,8.604458974265143e-09,6.522156498180204e-09,4.382897472197226e-10,1.465863547917302e-09,8.609546072497667e-09,2.7199316573718514e-11,3.851451811587521e-09
SNX4,2.4599765272449327e-10,2.625983894788398e-09,9.809420060419448e-09,6.854508273464606e-09,7.362407363594571e-10,1.0310129064557965e-09,8.651960325488614e-09,3.034120648608772e-11,3.0073298288255285e-09
TAD2,2.763032734877737e-10,1.756323254712631e-09,9.994466246630171e-09,6.771478084012101e-09,6.865708353344672e-10,1.2417913116543252e-09,8.313614014376949e-09,1.6825234631210112e-10,2.078284475349785e-09
KAR2,6.614301750289449e-10,1.3332298596915602e-09,1.0202471412962821e-08,6.663559236640532e-09,8.442096148078804e-10,2.7414195885439308e-09,9.199391837449005e-09,1.2926660178045272e-10,1.197279313005361e-09
HCA4,4.577250241271105e-11,1.3574545107254328e-09,1.2772995395182287e-08,6.476454756060917e-09,1.0275665685060055e-09,1.8664308307227618e-09,9.689325900690772e-09,2.372522373947354e-10,1.2052936166171122e-09
BET4,8.330183575299805e-11,1.3656130725985263e-09,1.3656722061209317e-08,6.278563713808532e-09,7.981407258731013e-10,1.2097898983815558e-09,9.457531267212965e-09,2.0988659477290627e-10,9.416813936035298e-10
MAD2,3.572162770285351e-10,1.649298570180044e-09,1.3594433103696369e-08,6.8890195830205605e-09,5.184226428603493e-10,1.2006539362402759e-09,9.995560424524894e-09,3.2540440388635833e-10,8.852632005404635e-10
VPS53,2.1223126999807362e-10,1.5608575188279976e-09,1.178482857042584e-08,6.4877838803970236e-09,4.347685597185998e-10,1.905102069468324e-09,1.3027558334853072e-08,1.3278184273332815e-10,3.27409329181768e-10
YJL028W,9.83144418775233e-10,8.439365328619166e-10,9.314335104873802e-09,3.5058733903784877e-09,6.079822324981423e-12,2.1417304007864448e-09,8.789576092989595e-09,5.521151736944818e-10,5.341341213261157e-10
YJL027C,1.7515381580927442e-09,1.5160504540795471e-09,1.1622774601172595e-08,3.5045977510991292e-09,1.3429158554237048e-11,2.4712024415894354e-09,9.503893744068348e-09,1.3452125672970718e-09,6.916855069598829e-10
RNR2,3.061252182853334e-09,3.192675819333712e-09,1.3116945926611732e-08,4.031806763067512e-09,1.8408526959049516e-11,2.740337427899036e-09,1.1605533800712787e-08,1.3315349858436752e-09,7.251227641221812e-10
RRN7,1.91980518321172e-09,3.726571812462295e-09,1.4226064133386637e-08,5.83189097290401e-09,7.100711728481713e-12,3.853154892038615e-09,7.64149904479936e-09,1.640483307207729e-09,7.904368709032047e-10
APS3,2.122180241013049e-09,5.006263807675488e-09,1.4731857042362619e-08,7.2377642324864235e-09,5.3237997002814685e-11,8.705452148313858e-10,1.6192569571070397e-08,1.8141442857066414e-09,1.154880273078121e-09
PET130,2.21030123309104e-09,4.958996076469357e-09,1.350756840460899e-08,8.350451678444987e-09,4.204049678176556e-11,6.53055871730655e-10,1.6850224396612898e-08,2.2330459477640677e-09,1.052816245059117e-09
BBC1,2.3918566414998257e-09,5.706057478552888e-09,1.3858921095720434e-08,8.29783877672789e-09,1.3240971148998833e-10,5.658570041811575e-10,1.693789395257132e-08,2.2607983150355546e-09,9.112754131630637e-10
MPS3,2.2541896410449666e-09,7.001062262353886e-09,1.3453458113482715e-08,7.810003648798593e-09,1.6833581883157505e-10,9.047076658344962e-10,1.6126003494328345e-08,2.7991810127219313e-09,8.554964183633206e-10
