gene1	gene2	mean_VC
ECM21	ELA1	5.563793626729323e-10
YFR006W	TCB3	1.0858101669004011e-09
RPL27B	PUL3	1.6684558637363664e-09
YNCO0011W	THI80	9.220055109701412e-11
CDC8	PMS1	9.973039794267884e-09
RRP4	KHA1	3.9177660431404896e-09
FMP40	MLH3	1.8623149865429132e-09
ISW1	ATG39	1.8374055922141402e-10
PAA1	PMD1	7.91457464808448e-11
YCR022C	PEF1	4.464665214162399e-12
SBE22	YNL193W	1.2623900286122589e-09
HEM12	SPG5	5.729247611543868e-11
YAP1801	SDH1	3.319351031593111e-10
PXL1	PCC1	1.2441538813807239e-09
DIP5	SUI3	1.6702749222851235e-09
RPC10	MPE1	8.510243753585641e-10
RER2	SEN1	4.010354760555781e-10
HIM1	YKR005C	7.440029391763761e-11
VPS45	GCR1	4.309254417902329e-09
SER1	SEC16	6.778280990756069e-10
IES1	MET28	1.0880244718020238e-10
PMT4	UIP5	2.625892537546051e-10
MSK1	SDH5	2.8686708320687055e-09
SRF1	DNF3	1.4609136027590438e-09
DAL7	YLR122C	3.705272683152978e-09
TCA17	RPD3	5.661826819866372e-11
BRR2	SRP21	2.2234968236396828e-11
DAK1	TAF14	3.455614438461182e-09
ASF2	RPS22B	3.3720551065116293e-11
VCX1	YER121W	6.889589612579038e-10
YPP1	DPC7	1.6363313499343432e-10
HUL4	TOR1	2.9433954150054283e-09
MLP2	ATP12	1.1357585156924285e-10
HIS5	RPS30A	4.307911593483155e-10
COF1	FDO1	4.896568283490752e-10
DDL1	MCM4	5.261178961613568e-10
LEU3	RPL36A	2.4258610417467273e-09
ADK2	HFM1	3.5813603993227004e-10
EDS1	CNL1	2.405524074751399e-10
COQ6	PPE1	3.878624115194712e-11
YFH1	SNU71	7.796489641433312e-10
BCK2	HRI1	9.403012353831188e-10
ENA1	PDS1	5.964451704562394e-10
CPR4	JJJ1	3.161257541979383e-10
APA1	RPS10A	2.480730734096922e-10
YBR062C	HRI1	1.3199215342803947e-11
UBX3	ETT1	7.354885970053095e-10
SWF1	SSP1	9.224105681176785e-11
RPS16B	HOM3	4.926560373423026e-10
SYS1	LIP2	2.950933809888544e-10
MVB12	YHR033W	5.583343321929135e-11
PRI1	PKR1	3.6452160273545604e-09
LSM6	THI74	6.767710968393244e-13
OTU1	SKI7	3.540586839153336e-11
UBC4	BMT2	1.928711855377677e-11
MGM101	UTP30	6.536585720972901e-10
CLA4	SLZ1	1.4141437494903784e-09
PFK26	NOC2	2.21411861923634e-09
FDO1	RRS1	5.865122312888391e-10
SNF1	ULS1	1.526549779056445e-09
UBP6	SPE3	1.1401919218858327e-09
MLO1	NOC4	2.9038841276522076e-10
ERB1	YPL199C	2.185350058920989e-11
DBP5	ARP8	6.439979017266266e-10
OST1	GPX1	3.650489622831762e-10
FPR1	PEX27	1.2208083534338727e-09
OSH2	BUB1	2.548929999230179e-10
PET130	FOL3	1.3690922877505494e-10
SSA2	TSR2	3.964249785852546e-09
GIP2	YAP1801	1.0034484519835134e-10
AVT5	YHC3	1.053425886237504e-08
FLO9	TOM6	1.0463197089319559e-09
VPS3	YKL063C	2.786712882620547e-12
MGA2	CAF120	5.237205049939978e-10
DFP2	PDR5	6.606414776000931e-10
SWT21	YNL018C	4.5924280741024176e-10
SRO77	CHS6	9.844910277144804e-09
HAL5	YMR007W	1.7588477522982815e-09
AZR1	RRP9	4.276954609200865e-09
SEN34	YPK9	1.2095386485587914e-10
KEX1	ERG3	6.104974736833116e-11
CRN1	RVB2	5.083711361680226e-11
PUT7	NAT4	9.993552245732067e-10
RPS26B	FYV4	2.5223250678683048e-09
HRT3	FAR10	6.924900796720411e-10
RPS23A	GPI16	2.305255068582345e-10
VCX1	ERV41	1.8212613232898822e-10
ECM29	CMK2	3.174918596198339e-10
COX5B	YAP5	6.50694408522269e-10
OM45	UBP2	1.910172662227147e-09
SPT16	SEC39	3.17336397853198e-09
FMP45	IRC7	6.986254851271084e-11
SEC20	UBP12	1.464414207981876e-09
SLY1	YMR242W-A	6.078378986298719e-11
SEC24	GUA1	3.397971968540448e-10
MIG2	YNCN0015W	9.696533946427868e-10
HTA2	URA8	6.280924483076019e-10
SDH8	MIG3	9.839225917283443e-10
CHS3	ATG40	1.1499946871668602e-09
TVP15	VID30	1.2740203981411693e-09
RPL16A	MNT3	8.434826363171591e-10
CNL1	YMR082C	1.4920876784530614e-09
KTD1	KEL2	3.6039831473501797e-10
YDL012C	AFG3	4.2099978752939524e-10
MIN6	CIT1	2.3281821899765066e-09
YGR079W	RRP14	1.0110819176115933e-10
GPI14	YML083C	1.2301639560761283e-10
YLR036C	POP2	3.8823407178917605e-10
CMD1	AAD14	1.3393558470766797e-10
CYK3	DPH2	1.3666351326590734e-09
RNQ1	ANP1	3.385560315822887e-09
ATG44	YPT6	3.4733333948021818e-09
ASF2	SSP2	7.514060913325234e-11
BNA6	IST1	1.1495332459260621e-09
HUR1	VMA22	1.0694636684234222e-09
YEL1	USB1	5.999656096534861e-10
MRPL35	DDE1	7.461376280535026e-10
YLR179C	YMR122C	1.8410239825282592e-09
MEO1	RRM3	3.917685512961293e-11
SPC105	ATM1	5.087664431845194e-10
NSI1	HST3	2.2542943634179142e-10
YGL006W-A	PDR16	1.5915805807827803e-09
ESS1	BNA5	3.6213459641400695e-09
PTC2	YJR124C	1.9010655873699718e-08
TAF5	ISW2	1.9063781969050172e-10
PEP7	DDL1	1.5892375097436113e-09
AHT1	SRV2	1.294427613501843e-09
SRM1	PRM10	4.264352209153487e-11
YBR292C	SRL3	1.269841621967321e-10
YDR215C	MRP13	4.135983342449362e-09
YGR273C	YET2	1.4926395308929037e-09
APL3	MET5	5.164025909999583e-11
RAD3	SPO22	1.3669513412013885e-09
MHR1	ULA1	3.468141286063437e-09
OSH7	COQ11	8.750373888230788e-10
MIX23	YBR197C	5.3525848513640434e-11
RIO2	PMA2	3.183157204066506e-09
TPA1	AXL1	3.1261429372903867e-09
OSH2	YLR036C	3.3805850751881194e-09
RPS24A	DOG2	5.830017119956962e-11
NHP10	YNR066C	1.1308429093675891e-09
YCR022C	KTI12	5.994952371849955e-11
HTL1	NAP1	4.737286501094467e-11
YEN1	YRR1	1.2205298773905655e-09
NBP2	CTS2	3.9918153656116495e-09
YGR237C	FKH2	6.873883238059555e-10
ARP3	HFI1	1.8475404934662108e-10
PAN3	YMR084W	8.91601221894705e-11
GRX7	YIP5	2.945269918969196e-10
DRE2	SUL2	4.4229475495312633e-10
PRP3	RRP3	1.505077013866649e-11
EHT1	YNL095C	9.426410461802422e-09
RCO1	GYP5	3.407017576546593e-10
RPA34	DFR1	6.498448452976304e-11
YGL193C	SLM2	1.814813876764414e-09
COG1	MRPL40	4.928339279959852e-09
SKA1	SRL1	2.554677764461173e-10
EFM3	SUF6	2.944267129340242e-09
AIR1	CUR1	1.4790109170908578e-08
RTT105	PRE10	1.23731913903538e-09
TIM22	RPO31	1.387392927467469e-10
TPA1	YMR187C	8.814291774882235e-09
LNP1	RPS21B	1.1154680853459673e-10
SOF1	MCT1	2.4610098984579866e-11
CNE1	MTF1	1.7749349920487416e-09
SEN2	INO4	1.8226453631085436e-09
HIR1	ADE57	2.065468524836474e-10
YHL037C	UBI4	2.3098510404261985e-09
HCM1	SOD1	2.516567811640555e-09
CLB4	IES4	5.085721019857376e-11
IME4	TMC1	1.56710352133079e-11
AGA1	MYO2	9.205375196483075e-10
ERG28	BET1	1.3398493236425353e-09
DMO1	YLR412C-A	4.182751164955461e-08
SLY1	TDA4	4.0865682349345516e-10
HEM12	IRC23	3.7723666505008844e-10
AME1	ADY3	1.6541589002616387e-09
RPL12B	ROG3	2.6342102454845875e-09
SND3	ALG2	2.8628644404486455e-11
HOM2	APP1	3.733625669108674e-11
DOA4	XRN1	3.6157682906815326e-11
ALG1	ODC1	2.6972545356566006e-10
YLR225C	ALG11	3.085950269619851e-10
VPS5	SMK1	1.2913082298680992e-10
YPT10	YHR125W	2.2773213550694514e-09
NUP57	COX19	3.98425487785999e-09
TOD6	TRM8	2.4251998179086493e-11
COG7	YNL035C	9.083192670111565e-10
YFH1	CAF40	3.2416505657984686e-10
RPS14A	MLP1	3.1085694732696043e-10
NDI1	THI21	3.7691771521677764e-09
MRPL32	TEN1	1.2816272634027876e-09
SUC2	YOR097C	5.596393152250886e-10
GDT1	HEM3	6.3725850597977395e-12
RPL35B	ZAP1	1.7594594420815144e-11
ADE6	TIR2	2.0196382364756138e-10
EMC10	VTC5	8.37168972075548e-10
PET54	PFY1	1.2431229678294352e-09
YGL194C-A	TOS4	3.969759205275036e-10
YGL159W	YOR072W	5.353989819800096e-10
DOG2	NOP53	2.4539854354059187e-11
LSB3	HFI1	1.4778903788629881e-09
ERO1	CLN2	5.769521567931183e-09
PEX7	ATP4	7.140677490313087e-10
MET1	FCP1	7.99504398832202e-10
ARO1	YML020W	1.3995400599295528e-10
DNF1	CDC26	6.173739676204605e-11
SPO77	MCH5	7.754380465964526e-11
DGR2	YOL118C	1.56181697162831e-11
YER084W	LSC1	2.1046963025756597e-11
NCW1	VPS4	3.2399091697149827e-10
RAD7	IRS4	5.55176654940956e-10
IML1	SLY41	1.8633311028670907e-09
RIC1	ECM30	3.0425030780433757e-10
RSF2	PLB1	1.7031369362335076e-08
AIM17	SRP72	2.993146182429892e-10
BUD9	YOR268C	1.5895737738723013e-11
MEF1	SNU66	1.1379192128348364e-09
BIG1	TVP38	1.9303941911074185e-09
MME1	SCJ1	5.28243808201068e-10
GDH3	HRI1	8.660939822024143e-10
YBR137W	YIR016W	9.652593103643043e-10
YBL028C	HOB2	2.6536844002352182e-11
SNF1	MDM12	1.8735137786975966e-09
VPS8	ICS3	1.5995788752706357e-08
YGR130C	DPB11	1.9430939366089705e-09
YGR050C	UTR1	1.6349481080280892e-09
GAL10	SER33	2.978627732944016e-09
MET22	MEK1	9.208538141792566e-09
FRE5	MKK2	4.989742695021411e-10
CAJ1	TAF14	1.1739528949031736e-09
YSY6	RAD28	7.748636377528371e-10
FMP46	GSR1	2.7300671923535826e-10
GRX2	RPL34A	2.1177565912331247e-09
YHR210C	SOF1	2.0234186478590366e-09
MED6	SKS1	8.776248226187955e-10
PEX21	FUR1	1.2563377382557208e-09
RCR2	DPB11	1.50835014035445e-11
RPL38	FRK1	3.7137121796528394e-11
SLX9	RAD53	2.043946486476169e-10
CRD1	IML1	1.9222906951944105e-09
BST1	FAR11	2.9387273760658477e-09
SUN4	MOT1	7.742748353071216e-09
ENA5	PIS1	8.586553140622968e-12
CDC28	DPB11	3.391328883666051e-10
USB1	MOT1	3.016427704279314e-11
BIK1	SRF1	1.4643041606837679e-09
GPM1	MAK11	5.756124371199202e-11
VAN1	ARA2	8.128543164828698e-09
CPR5	TYS1	4.033959382258102e-11
NUP170	PUT1	1.6140786245049263e-09
SPS22	MTR4	4.4005968948928896e-10
RIM2	NOB1	1.9347878175279875e-11
GRR1	LIP5	2.3664555181896917e-10
SEC3	NAB3	1.5210699318686015e-09
PAU16	CDC33	1.1251354781806316e-09
ARB1	NUP57	2.7607664489154844e-10
PPS1	YLR264C-A	3.264805846039088e-10
YIM1	MRD1	2.5963428198580197e-09
YOL118C	RPS6A	2.0398497207344686e-11
SLX5	TPO2	1.1689682601854992e-09
ELO1	SPO20	4.060056580413738e-09
VAC8	YSH1	8.157957690990172e-10
ECM11	APL2	5.04977998724557e-10
SNU23	GCR2	1.7758823791868642e-09
TSC10	SPO19	5.958258944828808e-10
BUD6	YPK9	1.0502289026714125e-09
RXT3	SSP1	3.8628720599130145e-09
MRPL15	NOP8	1.6352796057034315e-09
CAD1	IOC4	1.150752850635007e-09
JIP4	MEP2	4.370190289947696e-10
RPL28	YPL247C	2.0454869658382236e-09
YLR287C	FKH2	2.1273317569445023e-10
MON1	RPL5	1.44075599412848e-09
VHS3	USV1	4.699497389681761e-11
SHU1	MAS2	2.5215667152812733e-11
SNF3	AIM20	4.349145001871722e-10
RSF2	MVP1	2.4078961971729923e-08
OSH2	BRO1	4.949588513927599e-10
GCD6	RPL6B	1.127573733166768e-09
TPO1	SPC2	7.882677411989312e-10
YGL185C	MCO12	1.5127377426610197e-09
SOD1	OAR1	2.8625326239172194e-09
GIP1	PRE2	3.3264491758928116e-10
TOG1	CHM7	1.3533826213357265e-10
LAC1	ASC1	1.841514522575254e-11
UTR4	MUB1	1.6448719258073693e-09
YBR220C	SDA1	3.1803259395601935e-09
MF(ALPHA)2	SHM2	4.2243644298049245e-09
SYO1	FCY2	7.636837545731955e-10
MGR1	YDR209C	5.849578242930489e-09
PXP1	OSH7	1.695393696600402e-10
EDE1	IMA5	5.277991465314285e-10
CBS2	NUP100	4.3498118507582e-11
YJL047C-A	GYL1	2.1588693929752997e-11
RKM3	RAD50	5.1274990114354184e-11
ERP6	COY1	5.652144555340024e-10
YGR025W	LAS17	2.4540411105915367e-11
RPT6	RIM20	6.552694895046748e-09
PEX28	IRC23	1.7806561476108203e-09
NMA111	YOR296W	3.955438409363622e-09
LAA2	FDC1	1.3615962632407427e-09
EMP70	VTC3	1.035412611276827e-09
YBR209W	SKI7	1.473131334695038e-09
FMP32	ORC6	4.142323287931591e-11
NPP1	EGH1	3.1200172024004406e-10
KXD1	HIS5	2.358445933152891e-09
PRD1	YNL320W	2.756442206873573e-10
DFP2	LRG1	7.387369524541759e-11
HIS5	YLR225C	1.5090281845792939e-10
YDR169C-A	TGL4	1.5354401896421095e-11
PDR3	SET2	8.456159287557046e-11
HSV2	PBA1	1.5600379222021696e-10
SRN2	DUF1	6.23990876320286e-09
RAD55	HIT1	3.167078073329124e-10
INP52	MEP3	1.7901272478575251e-09
GPR1	GCY1	4.611330653894952e-09
SDT1	VPS45	2.135720151577565e-09
RRN9	HPF1	4.990405494850192e-10
GAL7	VMA11	2.593877955668091e-10
DTR1	YHR033W	3.973799435243405e-11
CHM7	CRC1	9.453721458447804e-11
PIR3	ALG11	3.753003043884819e-10
ICL1	SEC22	3.6835466350053736e-10
LAA2	IXR1	2.164919299851669e-10
YKR015C	PLN1	1.850199359166024e-09
TAF1	JEM1	2.5195788558540475e-09
RPN2	SPT20	3.51380700122681e-10
RRT12	DSE2	8.06071744437649e-12
RFC5	HRD3	3.476476594329036e-11
CKA1	RAD17	9.89457203272812e-12
YAT2	YIP1	5.1166401535319684e-09
MDH1	YLR264C-A	3.34163524556986e-09
BSC1	LPP1	1.2424197485733807e-09
NHA1	MCO10	1.1262492325518294e-10
TDH3	ZDS2	5.012456444631449e-10
NPR3	PEX25	2.0033864214960968e-10
ZRG8	YML6	1.3363280007121833e-10
LSM8	MNN4	1.6438465126109264e-10
ADD37	HER1	4.3261378958475607e-11
SSN2	CKB1	1.913083774334699e-10
SLF1	EGD1	6.178874687368258e-10
PUS2	RUD3	1.0901703083410323e-09
SDH7	YJL007C	2.0085114843499394e-10
SNM1	RSB1	1.4566839657811488e-09
GTA1	MVP1	8.886169132905237e-10
GET2	NAB3	1.378532442609693e-09
SSB1	OPI3	2.909063576914223e-10
EFT1	DIM1	7.1087762452419975e-09
RNH202	ZIP2	9.885788029447253e-10
UTR2	MOG1	9.093229858223463e-11
RFC5	YJR084W	1.5059028969519834e-09
SPP382	LEU3	8.252171063345772e-10
BNA3	NCW1	1.4554160107715513e-10
CHO1	PRK1	1.2002866062627856e-09
RPA14	SIP2	4.437644871953558e-10
DOT1	ANK1	2.4156528491748766e-10
TRM7	IMP21	6.469968628983922e-11
TOS2	DAP1	1.6909700154263224e-09
PHO81	CTR1	2.0961310294311177e-10
ORC2	TOS2	2.9288132776476763e-09
HNT1	NUP133	2.955656863394553e-09
TLG1	CHS1	2.1828145833229758e-11
POP3	CDC33	3.6026219573502945e-10
RMR1	REX2	1.3278478745828175e-09
CLB4	YNL035C	3.330365598219766e-09
PSP1	ADE12	1.6877293422134339e-09
YER135C	RCK1	3.650196668580526e-10
RAD16	RNR4	5.281498978607941e-10
MRPL16	DUS3	3.3489119504690474e-11
MET18	SIR3	3.587514955793997e-11
PKP2	THI4	2.8572441630205074e-09
YCR095W-A	HEM2	1.6081643038232233e-09
UBP6	YTA12	6.404066540481266e-10
IPA1	ALG11	1.246694398426843e-09
DAP2	YMR262W	2.592404198155467e-09
MDM30	PPZ1	2.797896143066589e-10
YBR196C-A	CLF1	4.6128117463923476e-11
GEA1	SMD2	3.926910832152306e-10
KAP120	SNT309	7.368126972623715e-11
RPL3	YOR161C-C	3.460729098367528e-09
PEX32	MCO10	5.252028735484377e-11
SCC2	YMR206W	2.941104955543779e-09
BEM1	YMR254C	4.662319327108031e-10
YHR020W	DNL4	4.053192255825757e-09
MEC3	DCI1	2.4479418321458035e-10
SWD3	KEL3	3.3458017189164103e-09
PNP1	DIS3	6.213885594393884e-10
TSC10	IME4	4.049934345182641e-11
RBH1	NPL6	2.929771039194584e-10
TDH1	CDA2	4.6175959681164607e-10
YVH1	SCW10	7.490659267933442e-11
GCG1	ORC1	1.6818232813818859e-09
MGR1	INO1	1.0172093363287239e-10
YEL068C	YNCO0011W	6.52771323698341e-11
HFA1	YMR321C	1.1390528730883134e-09
YDL009C	HPF1	2.6315593665596564e-12
RAD9	SMC2	6.28232939777976e-11
RIM20	YPR003C	2.359305982210718e-09
PEX29	PDR8	7.259373577365127e-10
RSF2	VMA6	6.819864176826724e-09
RFS1	CLN1	1.7719616341425505e-09
LSB3	MRE11	5.627274700616247e-11
SGF73	SMK1	2.0884347598370395e-11
YDL012C	RNH1	1.8272383823774335e-09
VMA22	XPT1	3.530715798125501e-10
YDR341C	YER137C	2.4955597617912037e-12
MCD1	RTN1	1.4640929109799555e-09
AQY2	YMR187C	3.931235673356939e-09
AHK1	RSB1	5.295875354339488e-10
TAG1	PRS5	1.6997510856287417e-09
UBC6	MIM2	5.140061454270217e-10
TML25	RPL20B	4.1640388638419e-09
NGR1	YFL041W-A	3.396285395050546e-10
LTV1	MRN1	1.464221628428263e-09
PRE1	GLO3	4.018740415616218e-09
RML2	LSB3	5.315704372969871e-09
HAB1	ZOD1	3.9058405067544955e-09
BBC1	COX16	1.818920097237371e-11
NCE101	AIM36	1.8851966924719811e-10
GLO2	OSW7	1.007282507860126e-08
DOT1	PKP2	1.7914849712134572e-10
PRP45	YNG2	2.866009027956318e-09
UBP13	FCP1	6.161517117122006e-10
PET494	ESF2	1.950987882569762e-10
MDM10	ENV9	2.375780852898836e-09
PXP3	DOM34	3.854053746799011e-10
ENV11	ARP7	3.0598653404915906e-10
ORA1	NNR1	1.836599104359319e-09
PUN1	FOL3	5.883949215669363e-11
CDC48	QCR2	1.3887866028535802e-09
VPS8	DPB2	8.656186202226779e-10
VPS29	HUA2	1.191679184692018e-11
MMF1	YPL264C	1.6946413338203977e-11
TAE1	ERG4	6.360668013561934e-10
GLC3	KAP114	4.074273471701081e-10
ATG22	ARC19	2.7642491051235174e-09
RPB5	GDA1	2.5964797952757263e-09
LYS2	TIM50	3.685121977638422e-10
CCT7	SPE1	3.265646791732961e-11
SHM1	PRM7	2.121217391701778e-11
SDH4	CTK3	2.814189610663629e-10
BOI2	FAB1	2.988491151274197e-11
SQT1	RPC40	9.174016793449364e-12
FMP40	MRP51	2.5748412399190963e-09
YFR012W-A	YMR242W-A	2.2278896388955988e-11
TGL4	LCL1	2.2970757441606715e-09
RTC2	HED1	6.792051609220584e-10
PAM16	IBA57	4.5666102238473866e-09
THI73	CDC45	4.267216860164376e-08
PTP1	YML018C	2.369708642093444e-11
PTC6	SFG1	2.8957426259553666e-11
QCR8	FOL1	1.487405500064988e-10
MRPL35	TRS31	1.2596211902811209e-08
AVT7	TOR2	8.524237444139062e-10
FPR4	BUD21	2.3887358531924697e-09
PRP18	ASE1	1.3686887478611432e-11
CDC10	ERP6	5.524619316277624e-11
SCC2	RPL5	3.3466506076875966e-09
PRM7	YOR097C	1.4887427981395298e-09
IRC24	DMA2	6.422016765713976e-10
RPA12	YML020W	4.619982577739938e-10
PEX18	CYT1	8.57568949241266e-10
SPO14	GLR1	6.702623820639023e-12
YDR415C	BMS1	2.0608095391400097e-10
SOL1	YOR011W-A	3.3875822971672244e-10
SPO1	TRM112	2.3228032095603212e-10
RPL2A	YGR237C	4.06936135485953e-10
AMS1	RPL39	1.5307797257373561e-09
GEM1	YNCD0021C	1.9380259418724495e-10
QDR3	YNL320W	1.370451351435024e-10
PMP3	PUF4	7.643672745443171e-12
LEU3	YLR456W	6.6195915758078e-11
YBR225W	KDX1	2.675393614562768e-10
LAC1	SUI3	5.024264150675061e-11
PET112	ERV1	1.2718202562028557e-10
MPS2	FAF1	8.361508820807692e-11
SSB1	GRE3	1.088660251491119e-09
SRS2	APS3	4.124558794360615e-09
TPT1	MCH5	1.0994455938654586e-09
ERP2	NMD5	7.867866996861374e-11
PCF11	MCD4	2.2105477693778298e-10
CAB3	SEC72	3.2979722297991376e-11
AAC3	PEP4	7.803145035447385e-10
MSH4	NUT1	5.380981069114162e-10
HYM1	PRR1	8.13885233297173e-10
PEX17	RPL42A	6.51924043601956e-09
ADH5	PAC11	1.6805934512011212e-09
HOM3	EAF7	1.53489879959225e-09
PRC1	YRM1	5.379605972976387e-11
LTV1	PRE5	2.4552446793320525e-09
BIK1	LEU3	5.502956058945228e-12
GSM1	AHC1	1.437076549921803e-11
HIT1	GUP2	1.1884438377944578e-10
SME1	GPB1	7.648042545726103e-11
HIR1	BRP1	3.8699911663619664e-10
RPL17A	BTS1	2.2687100324482626e-10
HMRA2	SET3	3.652500129965483e-11
NUG1	BCY1	7.678880009548231e-10
VID24	SEG2	9.53191502557617e-11
XYL2	PNO1	2.239938914486295e-09
YER158C	ODC1	9.631814181721882e-10
VAM7	THI7	1.3491277906927803e-09
EXG2	MRD1	1.5386870040287706e-11
TPH3	TAH11	1.4540996827367356e-10
CMD1	POR2	1.2138913626375978e-09
STP4	HMG2	9.07334199176736e-10
MAL13	ZRG17	2.675189024893808e-10
COX12	YMR209C	1.1613905581163475e-09
SPT4	YJL070C	9.216497799622095e-09
JEM1	YOR062C	4.00649147477482e-11
MSS4	CDC4	1.0500944480936556e-09
CDC28	RPL22A	8.80342568299208e-12
GAL3	ALG2	3.797720710257947e-09
DPI35	YOL107W	1.707876484491675e-09
RFS1	SPC98	4.106726045032034e-11
ERG28	DSE4	4.6420506305991935e-10
RPS26A	YKL097C	8.416707784748382e-11
DCP2	STD1	7.35426778757248e-10
APL1	COS9	2.190739275161885e-09
RRG1	PRB1	1.857173662999938e-10
PPN1	DIS3	1.5462116084671945e-09
RIB7	MIG1	4.219342881555453e-10
CRR1	RIT1	9.13412452875456e-12
YDR249C	SHE4	1.3672846853286106e-10
DRS2	TDH2	6.742454349679582e-12
MET8	ISR1	7.55593528090801e-10
NPC2	MCD4	7.14621399405112e-11
COQ21	RPL18B	2.5587812563937284e-10
TMA64	HSP10	2.9367334813663765e-10
YPK3	LSM8	7.62402956785084e-11
TES1	HTC1	1.7473600447187248e-09
PRP18	ADO1	8.496798638125526e-10
YRB30	YGL081W	4.751087476938845e-10
EFM4	DAL7	1.7846098546374763e-09
BIR1	RGA1	3.535159400040762e-11
GLO2	SPG4	9.199947574274587e-11
NUG1	SHQ1	9.811492145439786e-10
RNR1	BMT5	4.549750111174215e-09
YBL036C	PRP42	5.0952335622770795e-09
RPP2A	HUT1	1.0566070695012783e-10
ARX1	GET1	3.9244908102033097e-10
AUR1	KIN4	2.0269726136809558e-10
ACF4	YOR302W	3.3071136847098873e-10
YDR541C	RHO3	1.1724047089676175e-10
CFD1	FMP30	4.208835572681189e-09
YPT1	ARD1	4.5039923666850044e-11
GGC1	CAL4	2.58444060140124e-09
SLD2	NOC2	1.7445597865250018e-09
SAF1	POM152	4.821121447580606e-10
RPL19A	HKR1	2.4258787635412605e-09
PPS1	FOL1	8.67981711298049e-10
TAF12	RPS31	1.5002272151291738e-09
APA1	MBP1	6.926759464186937e-09
GSY2	YML6	3.3720814937424596e-09
HIS2	THI22	1.5434272835971238e-08
RIM13	YPR089W	1.9336734300825293e-10
LSM8	FMP46	2.2229446090452494e-09
YGK1	TPO5	1.7508085480412212e-09
CDC53	RUP1	1.199473703880545e-10
EMW1	MLH3	1.0041866342461554e-09
RAD61	SSN2	3.385460564448655e-10
YOS9	CUS2	1.7651101776267432e-09
APL1	YMR244W	1.451569684471188e-09
ATP11	DSL1	6.008326843894985e-10
PTI1	SMI1	1.725662099283861e-09
SDD1	SUF8	3.3118291372695425e-10
RPL8B	HSP60	4.280790346695329e-10
ZRT1	CNB1	2.1311651233562658e-11
HIR3	FMP42	2.351869438830435e-08
PBY1	MSK1	1.3451350197171042e-10
CSM1	RIO2	4.443460955180003e-09
AHA1	TOF2	1.6095676012953825e-09
UBP15	YNL165W	6.42310299994766e-11
YFL041W-A	PDR11	2.120796508550185e-09
HCS1	EEB1	4.919588731862777e-10
SAC7	SPO21	1.0265202430119221e-09
PDS1	PSY3	1.034020135511063e-11
HOM2	YJR149W	3.116649169289537e-10
MGT1	FRE3	4.89135138603841e-10
APQ13	YOR131C	1.2975672016050925e-09
RPS25B	YME2	1.6677160614418354e-10
NGK1	TFB4	1.110304127188839e-09
EFM1	GPA1	4.742057713004797e-10
TSC11	YOR289W	2.429174628481854e-10
APS1	TEP1	3.400913335308237e-09
YCR095W-A	MBR1	1.2533198066968685e-10
YGL007C-A	MED1	8.503536219318369e-10
HXT2	STV1	1.81301363757205e-10
DHR2	MEX67	3.6655561266927835e-10
TAF1	OSW1	1.537207708455355e-11
RPL35B	EPL1	9.202675314058253e-10
PMS1	ELP4	9.436146905633095e-08
LYS4	YPR084W	2.4286650679734863e-09
YMR316C-A	THI22	2.0154895924444577e-09
RPS4A	MRS6	1.7550444010013916e-09
MAK21	LDO45	6.914991595606139e-11
YPI1	BBC1	1.7320083241807644e-09
YDL211C	FBP1	1.1725077862503487e-10
NGG1	URN1	1.518505890730959e-11
CDC45	CTR1	1.9730260652500673e-10
SRY1	PHO91	2.2768575130203845e-09
BUD5	APC11	9.490934310648102e-10
EUG1	TOM20	6.354549171790206e-11
GDH3	YPL038W-A	4.179637404734187e-09
YEL028W	YND1	1.622644270749343e-09
TRS130	RPT5	6.672803556243597e-11
PFD1	VPS34	3.5848749737457046e-10
MSS11	CWC27	2.1104224298613207e-10
ITC1	CGR1	5.920036604302619e-10
PHS1	CCT5	1.4258226801534109e-09
TDH1	POC4	2.6338631985541147e-10
TOA2	NUP116	9.08745226367787e-10
GPM2	ECM23	4.661046596055126e-10
UIP3	SDH5	4.482072217503654e-10
UBA2	STE11	3.7073468300000295e-09
THR4	FBP26	5.813923677314312e-10
YLR012C	TIM18	4.473460335910393e-09
GPB2	KAR4	2.77628598384681e-09
RPF2	CIN2	7.54366134974022e-11
YDR182W-A	MNT3	2.489869418136165e-11
VID24	APL6	2.6834118688422136e-10
ERG5	NHP6A	3.530075864890812e-09
YJR079W	DBP9	1.0135200820150863e-11
YLR146W-A	YLR379W-A	4.594262586197404e-09
USB1	STB2	1.4200192048525977e-10
YGR018C	DSE3	2.9812308240382375e-11
GAT1	MER1	2.379231041205786e-10
URC2	CHC1	2.272193193258187e-09
YLR177W	NUD1	1.3363821735515223e-09
PXL1	COQ5	2.1331782297493018e-08
MEI4	LAA1	2.4649084011750773e-09
KEI1	UGO1	2.090288434211521e-09
ILS1	NUS1	1.4881271896585572e-10
HEK2	POL5	2.0366321568275834e-10
SOV1	TPM1	2.280465298714433e-08
THI3	PAC11	8.700997544309041e-11
LPP1	GTR1	8.93626221428614e-09
NDC1	RKR1	5.553638733784338e-10
SMC2	FUS2	1.7347596013604091e-09
GAL80	REX4	1.1178390257789471e-11
GYL1	MRS2	3.4790390585229288e-09
YKR045C	TFS1	2.9310472111686194e-12
SHE10	CBP4	1.941124279062399e-09
BUD14	RRN11	3.6159353965777583e-10
